council_district,highest_offense_desc,highest_offense,date,location,district,zip,x_coord,y_coord
7,THEFT,Theft,24-Jul-18,12021 METRIC BLVD,E,78758,3126440,10119854
9,THEFT,Theft,9-Aug-18,317 E 6TH ST,G,78701,3115265,10070399
4,BURGLARY OF VEHICLE,Theft,12-Aug-18,9500 DESSAU RD,E,78753,3134898,10101953
9,THEFT,Theft,13-Aug-18,109 E 7TH ST,G,78701,3114534,10070995
2,DEADLY CONDUCT,Agg Assault,15-Sep-18,3404 S US 183 HWY SB,H,78744,3133350,10046520
7,BURGLARY OF VEHICLE,Theft,9-Aug-18,1900 SCOFIELD RIDGE PKWY,A,78727,3131232,10129379
1,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,25-Sep-18,11441 N IH 35 SVRD NB,E,78753,3135375,10111677
4,ROBBERY BY ASSAULT,Robbery,28-Jul-18,907 E ST JOHNS AVE,I,78752,3126836,10094023
1,AGG ROBBERY/DEADLY WEAPON,Robbery,19-Jul-18,2000 BLOCK COMAL ST,C,78722,3119640,10075456
8,BURGLARY OF VEHICLE,Theft,8-Sep-18,6211 W WILLIAM CANNON DR,D,78749,3075959,10056246
4,AGG ROBBERY/DEADLY WEAPON,Robbery,8-Sep-18,8010 N IH 35 SVRD SB,E,78753,3127446,10098323
3,BURGLARY OF RESIDENCE,Burglary,14-Jul-18,4501 E RIVERSIDE DR,H,78741,3121153,10058007
4,BURGLARY OF VEHICLE,Theft,2-Aug-18,8400 WAXWING CT,E,78758,3124824,10101940
9,THEFT,Theft,1-Aug-18,509 WEST LYNN ST,B,78703,3107997,10072951
2,BURGLARY OF VEHICLE,Theft,28-Jun-18,730 W STASSNEY LN,D,78745,3102401,10049301
6,BURGLARY OF VEHICLE,Theft,16-Aug-18,13145 N US 183 HWY SVRD NB,A,78729,3100975,10133523
4,BURGLARY OF VEHICLE,Theft,16-Aug-18,816 TIRADO ST,I,78752,3124677,10091154
7,THEFT,Theft,20-Aug-18,14233 THE LAKES BLVD,E,78660,3137385,10129939
7,SEXUAL ASSAULT W/ OBJECT,Rape,1-Sep-18,,I,78757,,
7,BURGLARY OF VEHICLE,Theft,18-Sep-18,10721 RESEARCH BLVD SVRD NB,A,78759,3112331,10118288
10,BURGLARY OF VEHICLE,Theft,26-Sep-18,4330 BULL CREEK RD,B,78731,3110092,10089280
5,AUTO THEFT,Auto Theft,7-Nov-18,2400 KINNEY RD,D,78704,3104536,10062077
4,BURGLARY OF VEHICLE,Theft,9-Oct-18,5700 N IH 35 SVRD NB,I,78723,3125159,10089058
3,SEXUAL ASSAULT W/ OBJECT,Rape,17-Aug-18,,D,78745,,
4,THEFT OF LICENSE PLATE,Theft,17-Aug-18,6513 N IH 35 NB,I,78752,3125470,10092400
5,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,29-Sep-18,4108 CLAWSON RD,D,78704,3101809,10056687
3,THEFT,Theft,6-Oct-18,1500 E 6TH ST,G,78702,3119252,10069179
5,BURGLARY NON RESIDENCE,Burglary,26-Sep-18,1800 BARTON SPRINGS RD,D,78704,3107722,10069214
2,BURGLARY OF VEHICLE,Theft,20-Jul-18,8901 NORWICH CASTLE DR,F,78747,3115480,10027779
1,THEFT,Theft,8-Aug-18,12433 DESSAU RD,E,78754,3143646,10115713
3,THEFT BY SHOPLIFTING,Theft,9-Aug-18,6306 E RIVERSIDE DR,H,78741,3127258,10055404
3,BURGLARY OF VEHICLE,Theft,7-Aug-18,3615 S CONGRESS AVE,D,78704,3108919,10055779
3,BURGLARY OF VEHICLE,Theft,25-Jul-18,2025 E 7TH ST,C,78702,3121730,10068561
4,BURGLARY OF VEHICLE,Theft,6-Oct-18,1200 MEARNS MEADOW BLVD,E,78758,3126337,10108492
4,THEFT OF BICYCLE,Theft,12-Sep-18,1648 RUTLAND DR,E,78758,3123188,10109554
10,BURGLARY OF VEHICLE,Theft,15-Aug-18,8100 N CAPITAL OF TEXAS HWY NB,B,78731,3104184,10112093
1,THEFT BY SHOPLIFTING,Theft,11-Aug-18,7112 ED BLUESTEIN BLVD SB,C,78723,3138859,10087520
2,THEFT,Theft,24-Sep-18,3600 PRESIDENTIAL BLVD,AP,78719,3138850,10047302
2,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,19-Aug-18,13401 SEA BISCUIT DR,H,78617,3156475,10036824
4,BURGLARY NON RESIDENCE,Burglary,25-Jun-18,9725 N IH 35 SVRD NB,E,78753,3131748,10105245
7,THEFT,Theft,20-Aug-18,2616 CENTURY PARK BLVD,A,78727,3128748,10131229
7,THEFT BY SHOPLIFTING,Theft,27-Aug-18,5808 BURNET RD,B,78756,3114295,10094831
3,THEFT,Theft,24-Aug-18,6814 E RIVERSIDE DR,H,78741,3128416,10054861
7,THEFT,Theft,8-Aug-18,1434 W WELLS BRANCH PKWY,E,78660,3137594,10134827
7,BURGLARY OF VEHICLE,Theft,29-Sep-18,6705 GREAT NORTHERN BLVD,B,78757,3111791,10100134
3,THEFT,Theft,2-Oct-18,2512 E RIVERSIDE DR,H,78741,3120864,10058734
3,THEFT FROM AUTO,Theft,26-Jul-18,3600 S IH 35 SVRD SB,D,78704,3112780,10054090
3,THEFT,Theft,22-Aug-18,120 LA VISTA ST,D,78704,3109410,10057921
3,BURGLARY OF VEHICLE,Theft,3-Sep-18,2315 TOWN LAKE CIR,H,78741,3120405,10060499
9,BURGLARY OF VEHICLE,Theft,8-Oct-18,820 W 46TH ST,B,78751,3116454,10087776
5,THEFT,Theft,20-Aug-18,4209 CLAWSON RD,D,78704,3101846,10056462
6,BURGLARY OF RESIDENCE,Burglary,8-Oct-18,12302 AUDANE DR,A,78727,3114351,10128941
9,THEFT OF BICYCLE,Theft,15-Aug-18,4600 W GUADALUPE ST,B,78751,3117085,10087652
3,BURGLARY OF VEHICLE,Theft,15-Aug-18,1330 SHORE DISTRICT DR,H,78741,3119387,10062086
4,AUTO THEFT,Auto Theft,26-Sep-18,5330 N IH 35 SVRD SB,I,78751,3124538,10087177
5,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,20-Sep-18,10001 S 1ST ST,F,78748,3097404,10031429
6,THEFT,Theft,27-Nov-18,13201 N FM 620 RD NB,A,78729,3096967,10143063
5,THEFT,Theft,26-Sep-18,3622 MANCHACA RD,D,78704,3101540,10059488
10,THEFT BY SHOPLIFTING,Theft,17-Jul-18,9722 GREAT HILLS TRL,A,78759,3110334,10116809
3,THEFT,Theft,17-Jul-18,2000 BURTON DR,H,78741,3117931,10058208
6,BURGLARY NON RESIDENCE,Burglary,2-Nov-18,6511 MELROSE TRL,A,78727,3110661,10133508
9,AGG ASSAULT,Agg Assault,20-Oct-18,E 6TH ST / SAN JACINTO BLVD,G,78701,3115084,10070527
9,THEFT FROM PERSON,Theft,13-Oct-18,710 W 6TH ST,G,78701,3112006,10071496
9,THEFT,Theft,28-Aug-18,605 BRAZOS ST,G,78701,3114870,10070809
5,AUTO THEFT,Auto Theft,1-Sep-18,1610 RAVEY ST,D,78704,3104861,10062014
3,THEFT,Theft,5-Jul-18,710 E BEN WHITE BLVD SVRD WB,D,78704,3111061,10053193
9,AUTO THEFT,Auto Theft,26-Jun-18,1801 NUECES ST,B,78701,3113856,10075572
9,FORCED SODOMY,Rape,19-Aug-18,,G,78701,,
9,AUTO THEFT,Auto Theft,30-Oct-18,115 SANDRA MURAIDA WAY,G,78703,3110432,10070585
1,BURGLARY OF VEHICLE,Theft,3-Nov-18,12001 DESSAU RD,E,78754,3141598,10111856
1,THEFT BY SHOPLIFTING,Theft,6-Oct-18,804 E BRAKER LN,E,78753,3134919,10110983
6,THEFT,Theft,13-Oct-18,12370 ALAMEDA TRACE CIR,A,78727,3111683,10130460
5,THEFT OF LICENSE PLATE,Theft,12-Sep-18,10819 CROWN COLONY DR,F,78747,3099177,10024237
7,THEFT,Theft,18-Sep-18,5810 FAIRLANE DR,B,78757,3110489,10096218
7,BURGLARY OF VEHICLE,Theft,13-Nov-18,8820 BURNET RD,B,78757,3118105,10108280
7,BURGLARY OF VEHICLE,Theft,8-Sep-18,11301 DOMAIN DR,A,78758,3118959,10118619
8,BURGLARY OF VEHICLE,Theft,5-Sep-18,3301 ROSEFINCH TRL,D,78746,3095124,10072373
3,BURGLARY OF VEHICLE,Theft,12-Oct-18,2205 E RIVERSIDE DR,H,78741,3119495,10060353
9,POCKET PICKING,Theft,30-Jul-18,710 W 6TH ST,G,78701,3112006,10071496
8,BURGLARY OF RESIDENCE,Burglary,30-Oct-18,8220 W SH 71,D,78735,3068872,10061969
4,BURGLARY OF RESIDENCE,Burglary,12-Nov-18,701 W LONGSPUR BLVD,E,78753,3129180,10106923
6,BURGLARY OF VEHICLE,Theft,4-Oct-18,12343 HUNTERS CHASE DR,A,78729,3104305,10133921
10,BURGLARY OF VEHICLE,Theft,17-Oct-18,8547 N CAPITAL OF TEXAS HWY NB,B,78759,3107246,10113649
7,BURGLARY OF RESIDENCE,Burglary,19-Dec-18,12809 CHROMITE ST,A,78727,3127680,10127354
1,AGG ASSAULT,Agg Assault,13-Sep-18,2406 ROSEWOOD AVE,C,78702,3124906,10072484
1,BURGLARY OF VEHICLE,Theft,2-Sep-18,7617 RIO PASS,C,78724,3141953,10088953
10,BURGLARY OF VEHICLE,Theft,26-Nov-18,11500 JOLLYVILLE RD,A,78759,3111458,10123436
4,THEFT,Theft,29-Dec-18,8404 WAXWING CT,E,78758,3124862,10102006
3,AGG ROBBERY/DEADLY WEAPON,Robbery,9-Nov-18,500 E STASSNEY LN,D,78745,3106182,10046764
10,BURGLARY OF VEHICLE,Theft,20-Oct-18,11680 RESEARCH BLVD SVRD SB,A,78759,3111643,10125308
4,BURGLARY OF VEHICLE,Theft,20-Oct-18,8005 GEORGIAN DR,E,78753,3125952,10099214
3,AUTO THEFT,Auto Theft,23-Oct-18,2800 E 5TH ST,C,78702,3124454,10066840
1,BURGLARY OF RESIDENCE,Burglary,16-Sep-18,1413 GLENCREST DR,I,78723,3128856,10089281
7,BURGLARY OF VEHICLE,Theft,23-Oct-18,12413 FALLEN TOWER LN,E,78753,3140315,10117405
3,BURGLARY OF VEHICLE,Theft,23-Oct-18,2306 WICKERSHAM LN,H,78741,3121199,10056861
5,BURGLARY OF VEHICLE,Theft,11-Sep-18,2033 DESCO DR,F,78748,3085905,10029947
10,BURGLARY OF VEHICLE,Theft,31-Oct-18,10610 MORADO CIR,A,78759,3110163,10120074
7,BURGLARY OF VEHICLE,Theft,27-Oct-18,11707 N LAMAR BLVD,E,78753,3132068,10114446
7,THEFT,Theft,26-Oct-18,4600 SETON CENTER PKWY,A,78759,3113440,10119627
4,THEFT,Theft,31-Aug-18,1030 NORWOOD PARK BLVD,I,78753,3129996,10096983
6,THEFT BY SHOPLIFTING,Theft,11-Dec-18,11111 LAKELINE BLVD,A,78717,3095521,10147120
4,THEFT,Theft,12-Sep-18,9202 NORTH DR,E,78753,3129055,10104226
9,THEFT OF METAL,Theft,11-Sep-18,4810 CAMACHO ST,B,78723,3128518,10081239
4,THEFT BY SHOPLIFTING,Theft,18-Dec-18,933 E RUNDBERG LN,E,78753,3131733,10103162
4,THEFT,Theft,27-Nov-18,9300 NORTHGATE BLVD,E,78758,3122003,10108886
9,BURGLARY NON RESIDENCE,Burglary,5-Jul-18,1207 S 1ST ST,D,78704,3110937,10064769
6,BURGLARY OF RESIDENCE,Burglary,15-Nov-18,12204 LOS INDIOS TRL,A,78729,3104730,10132709
3,BURGLARY OF RESIDENCE,Burglary,22-Dec-18,803 BATTLE BEND BLVD,D,78745,3107938,10047074
9,THEFT BY SHOPLIFTING,Theft,28-Oct-18,1000 E 41ST ST,B,78751,3121344,10082703
3,DEADLY CONDUCT,Agg Assault,24-Jun-18,BURLESON RD / E OLTORF ST,H,78741,3116767,10057565
1,THEFT,Theft,10-Sep-18,5707 MANOR RD,I,78723,3133646,10084692
2,THEFT OF LICENSE PLATE,Theft,23-Nov-18,5355 MISSION CIR,H,78617,3151348,10038063
4,BURGLARY OF VEHICLE,Theft,10-Nov-18,10003 CHILDRESS DR,E,78753,3133641,10105483
7,THEFT,Theft,3-Dec-18,1910 W BRAKER LN,E,78758,3124642,10116191
8,AUTO THEFT,Auto Theft,24-Aug-18,3900 S MOPAC EXPY SVRD SB,D,78746,3093433,10061615
7,THEFT,Theft,10-Aug-18,12110 GRIMSLEY DR,A,78759,3120755,10124977
4,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,7-Nov-18,8600 N LAMAR BLVD,E,78758,3125710,10102520
7,BURGLARY NON RESIDENCE,Burglary,1-Nov-18,8740 RESEARCH BLVD SVRD SB,I,78757,3121186,10106168
7,BURGLARY OF VEHICLE,Theft,10-Sep-18,3101 LONGHORN BLVD,A,78758,3117314,10112264
3,AGG ASSAULT,Agg Assault,21-Sep-18,1121 MAP ST,C,78721,3130774,10072526
9,THEFT,Theft,20-Nov-18,500 E 7TH ST,G,78701,3115951,10070759
6,BURGLARY OF VEHICLE,Theft,26-Nov-18,10305 PICKFAIR DR,A,78750,3091669,10129408
6,BURGLARY NON RESIDENCE,Burglary,17-Oct-18,13770 N US 183 HWY SVRD SB,A,78750,3096115,10140742
2,BURGLARY OF VEHICLE,Theft,14-Oct-18,6711 E BEN WHITE BLVD SVRD EB,H,78744,3126671,10050902
3,BURGLARY OF VEHICLE,Theft,5-Nov-18,4600 ELMONT DR,H,78741,3122852,10060647
1,AUTO THEFT,Auto Theft,1-Jul-18,2714 E 22ND ST,C,78722,3123669,10076840
9,AGG ASSAULT,Agg Assault,1-Jul-18,600 RIVER ST,G,78701,3115332,10067194
6,RAPE OF A CHILD,Rape,10-Oct-18,,A,78750,,
6,BURGLARY OF VEHICLE,Theft,16-Oct-18,7321 N FM 620 RD,A,78726,3078709,10120122
9,BURGLARY OF VEHICLE,Theft,21-Dec-18,S 2ND ST / W JOHANNA ST,D,78704,3109576,10062634
7,THEFT OF BICYCLE,Theft,12-Nov-18,11011 DOMAIN DR,A,78758,3118479,10117590
10,THEFT BY SHOPLIFTING,Theft,14-Jul-18,10710 RESEARCH BLVD SVRD SB,A,78759,3112026,10118168
9,AGG RAPE OF A CHILD,Rape,10-Sep-18,,B,78723,,
5,THEFT,Theft,11-Dec-18,S LAMAR BLVD / LAMAR SQUARE DR,D,78704,3108184,10065584
8,THEFT BY SHOPLIFTING,Theft,30-Oct-18,2901 S CAPITAL OF TEXAS HWY NB,D,78746,3094135,10066586
7,BURGLARY NON RESIDENCE,Burglary,3-Nov-18,801 SUGAREE AVE,I,78757,3121512,10097495
9,BURGLARY OF VEHICLE,Theft,28-Aug-18,1300 E RIVERSIDE DR,H,78741,3117278,10063704
4,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,22-Aug-18,10300 GOLDEN MEADOW DR,E,78758,3123261,10111833
10,BURGLARY OF VEHICLE,Theft,25-Dec-18,11286 TAYLOR DRAPER LN,A,78759,3109668,10122884
7,AGG ASSAULT,Agg Assault,22-Dec-18,11902 N IH 35 SVRD SB,E,78753,3135071,10113908
2,AUTO THEFT,Auto Theft,26-Dec-18,516 E SLAUGHTER LN,F,78744,3104092,10032721
1,THEFT,Theft,18-Dec-18,8404 MAYVIEW DR,C,78724,3151404,10083252
3,BURGLARY OF VEHICLE,Theft,3-Sep-18,401 BATTLE BEND BLVD,D,78745,3106411,10047755
4,BURGLARY OF VEHICLE,Theft,3-Nov-18,8518 BRADFORD DR,E,78758,3124263,10103841
1,BURGLARY OF VEHICLE,Theft,3-Nov-18,12000 DESSAU RD,E,78753,3141263,10112276
4,BURGLARY OF VEHICLE,Theft,5-Jul-18,10000 N LAMAR BLVD,E,78758,3128495,10107901
5,AUTO THEFT,Auto Theft,10-Jul-18,1100 S LAMAR BLVD,D,78704,3108188,10066117
3,THEFT OF LICENSE PLATE,Theft,26-Sep-18,1217 SOUTHPORT DR,D,78704,3103934,10057293
10,BURGLARY OF VEHICLE,Theft,26-Sep-18,3607 GREYSTONE DR,B,78731,3110316,10103500
10,BURGLARY OF VEHICLE,Theft,13-Aug-18,10307 MORADO CV,A,78759,3110067,10119200
1,BURGLARY OF VEHICLE,Theft,17-Sep-18,9025 SOUTHWICK DR,C,78724,3150382,10075425
9,AUTO THEFT,Auto Theft,27-Jul-18,1710 E OLTORF ST,H,78741,3115990,10058147
7,THEFT,Theft,22-Nov-18,1100 W PARMER LN,E,78753,3133296,10122326
10,BURG NON RESIDENCE SHEDS,Burglary,17-Dec-18,1706 WESTOVER RD,B,78703,3109500,10082177
3,BURGLARY OF VEHICLE,Theft,30-Oct-18,1300 CROSSING PL,H,78741,3123924,10059981
1,THEFT FROM AUTO,Theft,30-Oct-18,11121 KIRKLAND HILL PATH,C,78754,3152933,10100290
9,BURGLARY OF VEHICLE,Theft,1-Oct-18,4600 MUELLER BLVD,B,78723,3125013,10082433
3,THEFT BY SHOPLIFTING,Theft,26-Jul-18,6306 E RIVERSIDE DR,H,78741,3127258,10055404
7,THEFT,Theft,29-Dec-18,1100 W ANDERSON LN,I,78757,3122000,10100732
7,BURGLARY OF VEHICLE,Theft,28-Dec-18,15119 N IH 35 SVRD NB,E,78660,3136761,10135760
5,THEFT,Theft,27-Nov-18,1133 HOLLOW CREEK DR,D,78704,3104867,10067629
2,BURGLARY OF VEHICLE,Theft,8-Nov-18,5300 JIMMY CLAY DR,F,78744,3117980,10042547
9,BURGLARY OF VEHICLE,Theft,31-Dec-18,RIVER ST / EAST AVE,G,78701,3115877,10066976
7,THEFT,Theft,27-Jul-18,14233 THE LAKES BLVD,E,78660,3137385,10129939
7,THEFT,Theft,24-Nov-18,2525 W ANDERSON LN,B,78757,3116494,10102601
6,BURGLARY OF VEHICLE,Theft,17-Dec-18,11617 RESEARCH BLVD NB,A,78759,3112205,10124433
3,BURG OF RES - SEXUAL NATURE,Burglary,9-Dec-18,1500 FARO DR,H,78741,3123697,10058703
7,BURGLARY OF VEHICLE,Theft,16-Nov-18,11909 DOMAIN DR,A,78758,3120093,10120861
10,BURGLARY OF VEHICLE,Theft,20-Nov-18,8200 NEELY DR,B,78759,3108312,10110308
10,THEFT,Theft,20-Nov-18,5811 MESA DR,B,78731,3104668,10098002
9,THEFT,Theft,16-Nov-18,5111 AIRPORT BLVD,I,78751,3122682,10087227
9,THEFT,Theft,18-Nov-18,E 6TH ST / BRAZOS ST,G,78701,3114741,10070624
5,BURGLARY OF VEHICLE,Theft,5-Dec-18,1405 WATERLOO TRL,D,78704,3105054,10060361
5,BURGLARY OF VEHICLE,Theft,23-Oct-18,3219 DARNELL DR,F,78745,3086482,10045516
4,THEFT FROM PERSON,Theft,9-Nov-18,1711 RUTLAND DR,E,78758,3123198,10109941
6,BURGLARY NON RESIDENCE,Burglary,8-Nov-18,13010 RIDGELINE BLVD,A,78613,3091166,10145076
7,BURGLARY OF VEHICLE,Theft,19-Nov-18,9701 STONELAKE BLVD,A,78759,3114901,10114423
3,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,30-Jun-18,1515 WICKERSHAM LN,H,78741,3122306,10058898
4,BURGLARY OF VEHICLE,Theft,28-Nov-18,600 BARWOOD PARK,E,78753,3128170,10100704
6,AGG ASLT ENHANC STRANGL/SUFFOC,Agg Assault,2-Dec-18,14020 N US 183 HWY SVRD SB,A,78613,3093915,10145673
4,BURGLARY NON RESIDENCE,Burglary,26-Oct-18,5445 N IH 35 SVRD NB,I,78723,3125068,10087969
2,BURGLARY OF RESIDENCE,Burglary,14-Nov-18,6804 TRENDAL LN,F,78744,3109326,10039346
9,THEFT,Theft,1-Dec-18,208 W 31ST ST,B,78705,3115428,10081002
2,BURGLARY OF VEHICLE,Theft,7-Dec-18,420 W SLAUGHTER LN,F,78748,3097944,10035482
2,THEFT OF AUTO PARTS,Theft,26-Nov-18,2355 E SH 71 WB,H,78617,3140243,10052026
3,BURGLARY OF VEHICLE,Theft,27-Sep-18,2025 E 7TH ST,C,78702,3121730,10068561
2,THEFT,Theft,22-Jul-18,7330 BLUFF SPRINGS RD,F,78744,3106388,10038359
5,AUTO THEFT,Auto Theft,23-Jul-18,2406 BLUEBONNET LN,D,78704,3103507,10063116
1,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,25-Sep-18,5605 SPRINGDALE RD,C,78723,3135853,10082626
3,AUTO THEFT,Auto Theft,17-Dec-18,4900 CREEKLINE DR,D,78745,3104228,10051050
7,BURGLARY OF VEHICLE,Theft,19-Dec-18,1801 KINGWOOD CV,I,78757,3120099,10103429
4,BURGLARY OF VEHICLE,Theft,30-Nov-18,605 MASTERSON PASS,E,78753,3129737,10107910
6,THEFT,Theft,1-Dec-18,11521 N FM 620 RD,A,78726,3086560,10137995
5,THEFT BY SHOPLIFTING,Theft,19-Dec-18,2300 W BEN WHITE BLVD SVRD WB,D,78704,3098945,10057577
9,THEFT,Theft,8-Jul-18,500 W 10TH ST,G,78701,3113220,10072637
7,BURGLARY OF VEHICLE,Theft,8-Jul-18,12509 N LAMAR BLVD,E,78753,3133635,10122508
4,THEFT,Theft,16-Dec-18,8900 N LAMAR BLVD,E,78758,3126923,10103871
10,BURGLARY OF VEHICLE,Theft,13-Nov-18,11680 RESEARCH BLVD SVRD SB,A,78759,3111643,10125308
7,THEFT,Theft,23-Nov-18,12900 N IH 35 SVRD SB,E,78753,3134231,10124160
6,THEFT,Theft,31-Dec-18,12207 WALLINGSTONE LN,A,78750,3094908,10137716
9,BURGLARY NON RESIDENCE,Burglary,22-Sep-18,1311 S 1ST ST,D,78704,3110845,10064404
7,BURGLARY OF VEHICLE,Theft,27-Nov-18,9700 N CAPITAL OF TEXAS HWY NB,A,78759,3113350,10115199
4,BURGLARY OF VEHICLE,Theft,30-Jun-18,10520 N LAMAR BLVD,E,78758,3129855,10110083
3,BURGLARY OF VEHICLE,Theft,6-Dec-18,3200 S 1ST ST,D,78704,3107451,10057904
6,THEFT,Theft,5-Sep-18,6263 MC NEIL DR,A,78727,3111372,10133741
1,FORCED SODOMY,Rape,18-Nov-18,,I,78723,,
2,BURGLARY OF VEHICLE,Theft,5-Aug-18,4533 S IH 35 SVRD NB,F,78744,3111190,10049228
4,THEFT,Theft,11-Sep-18,7610 CAMERON RD,I,78752,3130949,10094309
6,THEFT,Theft,15-Aug-18,14812 FERNHILL DR,A,78717,3107339,10152929
9,BURGLARY OF VEHICLE,Theft,17-Nov-18,2300 GUADALUPE ST,B,78705,3114430,10077498
2,THEFT,Theft,14-Dec-18,12675 CLAREMONT CIR,H,78617,3152587,10036758
3,THEFT,Theft,25-Sep-18,600 N IH 35 SVRD NB,G,78702,3117073,10070111
,DEADLY CONDUCT,Agg Assault,23-Jul-18,2200 S IH 35 FWY,88,78681,3133379,10150966
8,BURGLARY OF VEHICLE,Theft,1-Aug-18,6301 W SLAUGHTER LN,D,78739,3069799,10045817
9,THEFT FROM PERSON,Theft,19-Dec-18,422 E 6TH ST,G,78701,3115730,10070453
8,BURGLARY OF VEHICLE,Theft,29-Aug-18,1741 SPYGLASS DR,D,78746,3098940,10066124
6,THEFT BY SHOPLIFTING,Theft,1-Dec-18,11521 N FM 620 RD,A,78726,3086560,10137995
3,BURGLARY OF VEHICLE,Theft,8-Aug-18,2701 E 7TH ST,C,78702,3124305,10067892
7,BURGLARY OF VEHICLE,Theft,24-Nov-18,1011 MARKHAM LN,E,78753,3139653,10116574
3,AGG ASSAULT ON PUBLIC SERVANT,Agg Assault,30-Jun-18,2320 CORTA ST,C,78702,3122252,10066802
3,BURG NON RESIDENCE SHEDS,Burglary,24-Nov-18,1430 FRONTIER VALLEY DR,H,78741,3130136,10055989
4,BURGLARY OF VEHICLE,Theft,21-Dec-18,6100 AIRPORT BLVD,I,78752,3122221,10092219
2,BREACH OF COMPUTER SECURITY,Theft,15-Dec-18,5510 S IH 35 SVRD NB,F,78744,3108715,10045872
1,THEFT,Theft,15-Jul-18,6000 FM 969 RD,C,78724,3139071,10077852
7,BURGLARY OF RESIDENCE,Burglary,14-Sep-18,3401 W PARMER LN,A,78727,3123458,10126575
6,BURGLARY NON RESIDENCE,Burglary,6-Jul-18,13290 POND SPRINGS RD,A,78729,3100517,10135684
2,BURGLARY OF VEHICLE,Theft,26-Jul-18,204 CLEARDAY DR,F,78745,3102771,10042902
2,AGG ASSAULT,Agg Assault,14-Sep-18,5307 S PLEASANT VALLEY RD,F,78744,3114465,10044144
6,AUTO THEFT,Auto Theft,23-Sep-18,9807 N FM 620 RD,A,78726,3083071,10131646
10,BURGLARY NON RESIDENCE,Burglary,26-Nov-18,4207 BURNET RD,B,78756,3113739,10086767
9,BURGLARY NON RESIDENCE,Burglary,30-Jun-18,211 E 7TH ST,G,78701,3114990,10070831
6,BURGLARY OF VEHICLE,Theft,16-Jul-18,11215 RESEARCH BLVD NB,A,78759,3112999,10122087
4,THEFT,Theft,22-Jul-18,9414 N LAMAR BLVD,E,78758,3127650,10106327
4,THEFT,Theft,27-Jul-18,5203 CAMERON RD,I,78723,3124814,10086285
1,AGG ROBBERY/DEADLY WEAPON,Robbery,6-Jul-18,7240 NORTHEAST DR,I,78723,3133505,10090908
6,THEFT,Theft,22-Sep-18,12302 RUSTIC MANOR CT,A,78750,3091633,10140045
9,THEFT,Theft,7-Sep-18,213 W 5TH ST,G,78701,3113544,10070578
4,BURGLARY OF RESIDENCE,Burglary,19-Jul-18,1729 MEARNS MEADOW BLVD,E,78758,3123979,10112033
4,THEFT FROM BUILDING,Theft,31-Aug-18,5420 AIRPORT BLVD,I,78751,3122938,10088668
4,THEFT BY SHOPLIFTING,Theft,9-Dec-18,5621 N IH 35 SVRD NB,I,78723,3125467,10088596
3,BURGLARY OF VEHICLE,Theft,17-Jun-18,1301 CROSSING PL,H,78741,3123895,10059508
5,AUTO THEFT,Auto Theft,23-Dec-18,1901 W WILLIAM CANNON DR,F,78745,3095213,10046236
4,AUTO THEFT,Auto Theft,13-Jul-18,1070 MEARNS MEADOW BLVD,E,78758,3127076,10107949
2,BURGLARY OF VEHICLE,Theft,14-Dec-18,6801 GREYCLOUD DR,F,78745,3101507,10043822
6,THEFT OF TRAILER,Theft,16-Jul-18,12509 PREECE DR,A,78729,3101306,10136965
10,BURGLARY OF RESIDENCE,Burglary,23-Jul-18,12215 DUNDEE DR,A,78759,3104917,10130266
7,BURGLARY OF VEHICLE,Theft,5-Dec-18,2207 JUSTIN LN,I,78757,3115680,10098647
3,THEFT,Theft,26-Jul-18,1201 E 6TH ST,G,78702,3118246,10069419
6,BURGLARY OF VEHICLE,Theft,26-Jul-18,10015 LAKE CREEK PKWY,A,78729,3098733,10142841
1,THEFT,Theft,19-Aug-18,8400 RIVERSTONE DR,C,78724,3149981,10080846
4,BURGLARY OF VEHICLE,Theft,30-Jul-18,1200 BROADMOOR DR,I,78723,3125735,10086793
1,BURGLARY OF VEHICLE,Theft,26-Oct-18,11212 N IH 35 SVRD SB,E,78753,3134096,10110659
9,BURGLARY OF VEHICLE,Theft,17-Sep-18,4600 MUELLER BLVD,B,78723,3125013,10082433
7,BURGLARY OF RESIDENCE,Burglary,3-Aug-18,1507 BECKETT ST,I,78757,3120656,10102957
4,THEFT,Theft,22-Jun-18,8210 N IH 35 SB,E,78753,3128156,10098959
5,BURGLARY OF VEHICLE,Theft,21-Jun-18,3909 S LAMAR BLVD NB,D,78704,3099608,10058889
9,AUTO THEFT,Auto Theft,3-Jul-18,4408 AIRPORT BLVD,C,78722,3123094,10082815
4,BURGLARY OF RESIDENCE,Burglary,22-Sep-18,1071 CLAYTON LN,I,78723,3126309,10089393
3,BURGLARY OF VEHICLE,Theft,7-Jul-18,3809 S CONGRESS AVE,D,78704,3108638,10055023
8,BURGLARY OF VEHICLE,Theft,19-Jul-18,2131 WILLIAM BARTON DR,D,78746,3105587,10069241
