,highest_offense,date,zip,x_coord,y_coord
371,Theft,13-Oct-18,78741.0,30.295540000000003,-97.61293
372,Theft,14-Nov-18,78701.0,30.259510000000002,-97.70759
374,Theft,14-Oct-18,78741.0,30.254630000000002,-97.58091
375,Theft,21-Sep-18,78721.0,30.47077,-97.72037
377,Theft,31-Jul-18,78704.0,30.20505,-97.53042
380,Theft,8-Nov-18,78702.0,30.34305,-97.67892
382,Theft,8-Oct-18,78705.0,30.23563,-97.76611
384,Theft,13-Aug-18,78702.0,30.35215,-97.70248
389,Theft,11-Jul-18,78701.0,30.229680000000002,-97.74431
390,Theft,11-Jul-18,78701.0,30.24315,-97.69296
393,Theft,20-Jul-18,78702.0,30.367040000000003,-97.74291
396,Theft,13-Oct-18,78741.0,30.32852,-97.60647
403,Robbery,13-Sep-18,78703.0,30.2074,-97.71581
404,Theft,30-Aug-18,78701.0,30.25506,-97.71353
405,Theft,25-Sep-18,78746.0,30.16393,-97.7046
407,Burglary,6-Aug-18,78741.0,30.25919,-97.56594
410,Theft,23-Sep-18,78756.0,30.234740000000002,-97.93012
411,Auto Theft,20-Sep-18,78702.0,30.28077,-97.71463
413,Burglary,22-Sep-18,78704.0,30.19687,-97.62041
414,Theft,13-Sep-18,78705.0,30.242630000000002,-97.77749
415,Theft,2-Oct-18,78741.0,30.30958,-97.59176
418,Robbery,7-Oct-18,78752.0,30.35687,-97.94562
420,Theft,26-Oct-18,78756.0,30.250500000000002,-97.86393
422,Auto Theft,4-Oct-18,78702.0,30.354380000000003,-97.6978
425,Theft,12-Nov-18,78704.0,30.25168,-97.64725
428,Theft,6-Nov-18,78752.0,30.36007,-97.92696
430,Burglary,8-Nov-18,78704.0,30.176350000000003,-97.64594
431,Theft,11-Aug-18,78702.0,30.27552,-97.71652
435,Theft,11-Oct-18,78756.0,30.24464,-97.94334
436,Theft,5-Nov-18,78741.0,30.299120000000002,-97.57599
437,Theft,14-Oct-18,78746.0,30.16393,-97.7046
438,Robbery,3-Oct-18,78741.0,30.291510000000002,-97.56092
440,Theft,28-Nov-18,78704.0,30.210610000000003,-97.53193
444,Theft,2-Nov-18,78752.0,30.36588,-97.96549
447,Auto Theft,18-Oct-18,78741.0,30.249570000000002,-97.55618
449,Agg Assault,31-Dec-18,78752.0,30.351180000000003,-97.97121
451,Burglary,1-Oct-18,78723.0,30.472710000000003,-97.7807
452,Theft,11-Nov-18,78701.0,30.255860000000002,-97.70497
453,Agg Assault,13-Dec-18,78723.0,30.41044,-97.89784
455,Theft,5-Jul-18,78705.0,30.24096,-97.77409
460,Auto Theft,22-Oct-18,78704.0,30.20306,-97.65633
461,Theft,13-Aug-18,78723.0,30.49623,-97.84178
464,Agg Assault,28-Aug-18,78701.0,30.25403,-97.70458
470,Theft,13-Dec-18,78723.0,30.490350000000003,-97.88006
471,Theft,2-Dec-18,78704.0,30.21143,-97.59752
472,Theft,25-Dec-18,78701.0,30.25657,-97.69692
475,Theft,18-Dec-18,78741.0,30.262790000000003,-97.57569
476,Theft,27-Dec-18,78701.0,30.260900000000003,-97.70932
478,Theft,4-Nov-18,78752.0,30.39252,-97.90848
480,Theft,11-Dec-18,78746.0,30.16393,-97.7046
481,Auto Theft,13-Jul-18,78752.0,30.301160000000003,-97.93884
483,Theft,26-Dec-18,78704.0,30.1236,-97.57444
484,Theft,19-Dec-18,78752.0,30.349800000000002,-97.93012
488,Burglary,8-Aug-18,78704.0,30.11962,-97.60358
489,Rape,23-Oct-18,78704.0,-0.9,3.0
493,Theft,2-Nov-18,78741.0,30.32358,-97.56513
494,Theft,18-Oct-18,78741.0,30.291,-97.57764
498,Theft,21-Sep-18,78741.0,30.291,-97.57764
502,Burglary,11-Jul-18,78752.0,30.35225,-97.95176
507,Robbery,30-Dec-18,78741.0,30.32306,-97.58898
510,Auto Theft,15-Jul-18,78705.0,30.23888,-97.76662
514,Theft,30-Jul-18,78702.0,30.27412,-97.70313
515,Theft,30-Nov-18,78741.0,30.25873,-97.5982
517,Theft,20-Nov-18,78752.0,30.358230000000002,-97.97143
520,Burglary,22-Sep-18,78704.0,30.20937,-97.64769
521,Theft,12-Nov-18,78701.0,30.23319,-97.69882
524,Theft,3-Sep-18,78702.0,30.31801,-97.71523
531,Theft,4-Aug-18,78741.0,30.32363,-97.57312
532,Theft,4-Aug-18,78704.0,30.18121,-97.54692
533,Theft,27-Jun-18,78746.0,30.15587,-97.69241
534,Theft,29-Jun-18,78723.0,30.40367,-97.82463
535,Theft,20-Aug-18,78741.0,30.25911,-97.55321
536,Theft,8-Dec-18,78741.0,30.23742,-97.54371
537,Theft,21-Dec-18,78723.0,30.352300000000003,-97.8782
540,Theft,3-Aug-18,78752.0,30.394350000000003,-97.92968
543,Theft,26-Jul-18,78741.0,30.30441,-97.59515
545,Burglary,22-Sep-18,78752.0,30.36286,-97.95654
547,Theft,20-Aug-18,78741.0,30.30958,-97.59176
551,Theft,28-Jun-18,78704.0,30.19659,-97.53311
553,Theft,23-Dec-18,78723.0,30.354670000000002,-97.88596
556,Auto Theft,4-Jul-18,78702.0,30.30647,-97.72354
562,Agg Assault,6-Oct-18,78702.0,30.3744,-97.7364
563,Theft,24-Jun-18,78704.0,30.154200000000003,-97.68947
564,Robbery,20-Oct-18,78741.0,30.282680000000003,-97.55286
566,Agg Assault,31-Jul-18,78704.0,30.092570000000002,-97.58451
567,Theft,16-Aug-18,78701.0,30.24868,-97.70487
572,Theft,21-Oct-18,78701.0,30.254910000000002,-97.70521
573,Robbery,23-Aug-18,78741.0,30.30233,-97.5898
574,Theft,15-Aug-18,78702.0,30.32337,-97.68402
575,Theft,3-Jul-18,78704.0,30.21416,-97.59749
577,Theft,25-Oct-18,78723.0,30.38689,-97.89866
584,Theft,19-Nov-18,78701.0,30.236240000000002,-97.70295
586,Robbery,11-Jul-18,78741.0,30.29061,-97.60239
591,Agg Assault,15-Sep-18,78701.0,30.22284,-97.71731
592,Theft,28-Jun-18,78701.0,30.25917,-97.67931
595,Theft,22-Oct-18,78701.0,30.2471,-97.70008
596,Theft,22-Sep-18,78705.0,30.26208,-97.80966
597,Theft,29-Aug-18,78752.0,30.40949,-97.94309
598,Theft,14-Oct-18,78701.0,30.2573,-97.70453
602,Theft,15-Nov-18,78701.0,30.251800000000003,-97.70609
603,Agg Assault,23-Aug-18,78723.0,30.388920000000002,-97.90071
607,Theft,24-Aug-18,78704.0,30.22194,-97.62061
609,Theft,23-Oct-18,78704.0,30.12913,-97.63179
613,Theft,30-Jul-18,78702.0,30.29373,-97.67062
615,Theft,12-Jul-18,78704.0,30.15724,-97.56727
616,Theft,25-Nov-18,78721.0,30.44735,-97.76648
617,Burglary,13-Sep-18,78741.0,30.33924,-97.59981
619,Theft,11-Aug-18,78756.0,30.267950000000003,-97.92335
620,Theft,9-Aug-18,78723.0,30.38247,-97.84459
623,Theft,20-Aug-18,78704.0,30.225740000000002,-97.62816
624,Theft,6-Oct-18,78701.0,30.26727,-97.73009
625,Theft,27-Oct-18,78741.0,30.29889,-97.55968
634,Theft,7-Oct-18,78704.0,30.2601,-97.64181
637,Auto Theft,5-Jul-18,78702.0,30.31378,-97.67933
639,Theft,25-Sep-18,78756.0,30.248070000000002,-97.9334
641,Auto Theft,27-Sep-18,78721.0,30.4308,-97.76939
642,Theft,16-Oct-18,78701.0,30.22931,-97.71687
644,Auto Theft,14-Jul-18,78704.0,30.22998,-97.667
646,Theft,10-Aug-18,78701.0,30.260060000000003,-97.70898
647,Theft,26-Oct-18,78741.0,30.29729,-97.53927
649,Theft,4-Jul-18,78701.0,30.232380000000003,-97.6972
651,Theft,30-Sep-18,78705.0,30.244510000000002,-97.78017
652,Theft,11-Oct-18,78741.0,30.29369,-97.55723
653,Agg Assault,14-Oct-18,78702.0,30.26528,-97.67615
657,Theft,15-Oct-18,78702.0,30.30638,-97.68233
659,Burglary,21-Sep-18,78723.0,30.41084,-97.84238
660,Theft,2-Dec-18,78702.0,30.29334,-97.68459
661,Theft,26-Sep-18,78752.0,30.40294,-97.95177
664,Burglary,9-Aug-18,78723.0,30.35013,-97.82433
667,Burglary,9-Oct-18,78746.0,30.04378,-97.95134
668,Theft,12-Dec-18,78704.0,30.208440000000003,-97.59841
670,Theft,2-Nov-18,78752.0,30.32835,-97.90826
671,Burglary,27-Jun-18,78704.0,30.189210000000003,-97.66697
673,Theft,21-Oct-18,78701.0,30.243090000000002,-97.70753
676,Theft,20-Jul-18,78701.0,30.246570000000002,-97.70787
678,Theft,11-Sep-18,78741.0,30.2495,-97.54578
679,Rape,18-Oct-18,78704.0,-0.9,3.0
681,Theft,15-Nov-18,78702.0,30.278070000000003,-97.70086
682,Auto Theft,19-Sep-18,78703.0,30.18231,-97.73666
684,Theft,5-Nov-18,78741.0,30.30441,-97.59515
687,Theft,14-Oct-18,78746.0,30.16393,-97.7046
688,Burglary,25-Dec-18,78756.0,30.248050000000003,-97.93129
690,Auto Theft,21-Oct-18,78741.0,30.27682,-97.52399
694,Theft,10-Nov-18,78741.0,30.32188,-97.58144
696,Rape,10-Sep-18,78701.0,-0.9,3.0
698,Auto Theft,1-Aug-18,78723.0,30.38247,-97.84459
700,Theft,19-Nov-18,78701.0,30.26253,-97.70465
701,Theft,4-Dec-18,78741.0,30.289060000000003,-97.58242
702,Burglary,17-Nov-18,78702.0,30.32629,-97.66784
703,Theft,24-Nov-18,78704.0,30.15417,-97.6789
704,Theft,18-Dec-18,78704.0,30.18287,-97.65528
711,Theft,8-Nov-18,78702.0,30.292340000000003,-97.6837
714,Auto Theft,15-Dec-18,78756.0,30.2347,-97.9066
717,Theft,18-Sep-18,78741.0,30.284010000000002,-97.57171
721,Theft,13-Nov-18,78723.0,30.38819,-97.90096
723,Theft,21-Nov-18,78704.0,30.18328,-97.60344
725,Theft,14-Sep-18,78752.0,30.349610000000002,-97.9523
729,Agg Assault,10-Nov-18,78752.0,30.39252,-97.90848
730,Theft,19-Sep-18,78701.0,30.25665,-97.70473
733,Robbery,18-Dec-18,78701.0,30.23272,-97.70963
735,Burglary,21-Sep-18,78741.0,30.24838,-97.5561
739,Auto Theft,5-Dec-18,78741.0,30.32358,-97.56513
741,Rape,16-Aug-18,78741.0,-0.9,3.0
743,Theft,15-Dec-18,78756.0,30.266830000000002,-97.91546
745,Theft,19-Dec-18,78702.0,30.33653,-97.66051
746,Theft,9-Oct-18,78702.0,30.265870000000003,-97.68234
751,Burglary,20-Nov-18,78703.0,30.204620000000002,-97.83379
752,Theft,14-Dec-18,78702.0,30.28921,-97.68497
756,Auto Theft,20-Aug-18,78701.0,30.22316,-97.70603
760,Theft,22-Sep-18,78701.0,30.26884,-97.70627
761,Theft,18-Oct-18,78746.0,30.06527,-98.00165
762,Theft,18-Oct-18,78704.0,30.191010000000002,-97.61865
764,Burglary,27-Jun-18,78702.0,30.30439,-97.64455
765,Theft,21-Nov-18,78705.0,30.27081,-97.80224
770,Theft,28-Dec-18,78741.0,30.338150000000002,-97.58962
776,Theft,9-Jul-18,78741.0,30.33924,-97.59981
779,Robbery,23-Dec-18,78704.0,30.210610000000003,-97.53193
782,Burglary,9-Dec-18,78752.0,30.40949,-97.94309
783,Theft,11-Dec-18,78723.0,30.354670000000002,-97.88596
784,Theft,16-Aug-18,78704.0,30.092570000000002,-97.58451
789,Theft,20-Jun-18,78704.0,30.210610000000003,-97.53193
793,Theft,24-Nov-18,78723.0,30.379520000000003,-97.8334
794,Rape,15-Jul-18,78705.0,-0.9,3.0
795,Burglary,9-Jul-18,78704.0,30.16243,-97.61986
796,Theft,9-Dec-18,78704.0,30.172520000000002,-97.61369
797,Theft,9-Dec-18,78704.0,30.136000000000003,-97.57581
798,Theft,15-Aug-18,78703.0,30.19198,-97.70827
801,Agg Assault,9-Jul-18,78723.0,30.40925,-97.87173
804,Theft,13-Aug-18,78702.0,30.329510000000003,-97.75042
806,Theft,26-Jul-18,78723.0,30.457500000000003,-97.82741
809,Agg Assault,18-Jul-18,78702.0,30.31107,-97.69676
812,Theft,17-Dec-18,78723.0,30.352300000000003,-97.8782
814,Rape,25-Aug-18,78701.0,-0.9,3.0
816,Agg Assault,29-Dec-18,78702.0,30.34164,-97.65308
818,Theft,25-Jun-18,78741.0,30.29795,-97.60019
819,Agg Assault,14-Jul-18,78723.0,30.43582,-97.86395
820,Theft,1-Jul-18,78752.0,30.36947,-97.96436
822,Theft,17-Jun-18,78702.0,30.34305,-97.67892
823,Burglary,3-Aug-18,78705.0,30.226750000000003,-97.78734
828,Theft,3-Sep-18,78702.0,30.34129,-97.66233
833,Robbery,28-Nov-18,78704.0,30.185730000000003,-97.68272
836,Burglary,29-Dec-18,78704.0,30.22213,-97.64114
838,Burglary,26-Aug-18,78741.0,30.33895,-97.59508
839,Theft,29-Aug-18,78741.0,30.293590000000002,-97.58388
840,Theft,18-Jul-18,78704.0,30.15126,-97.6155
842,Theft,17-Aug-18,78704.0,30.20785,-97.59654
844,Robbery,18-Jul-18,78702.0,30.334870000000002,-97.64977
845,Theft,13-Jul-18,78756.0,30.25787,-97.92257
846,Theft,14-Sep-18,78723.0,30.45853,-97.82626
849,Theft,21-Aug-18,78702.0,30.30495,-97.7217
850,Theft,21-Oct-18,78701.0,30.26207,-97.70556
851,Theft,11-Sep-18,78705.0,30.24433,-97.77521
855,Theft,6-Sep-18,78752.0,30.346780000000003,-97.95906
857,Theft,16-Aug-18,78746.0,30.04135,-97.66586
858,Agg Assault,24-Aug-18,78741.0,30.26482,-97.57798
859,Theft,14-Jul-18,78741.0,30.417450000000002,-97.54282
862,Burglary,17-Oct-18,78752.0,30.398480000000003,-97.93709
869,Robbery,24-Aug-18,78741.0,30.29061,-97.60239
870,Agg Assault,4-Jul-18,78702.0,30.34328,-97.68358
872,Theft,9-Sep-18,78746.0,30.039450000000002,-97.62058
881,Theft,28-Jun-18,78741.0,30.30572,-97.60339
882,Theft,2-Sep-18,78704.0,30.20268,-97.52995
886,Theft,20-Aug-18,78741.0,30.32358,-97.56513
890,Theft,24-Jul-18,78702.0,30.299470000000003,-97.6826
893,Theft,19-Jul-18,78746.0,30.14996,-97.69238
895,Theft,27-Jun-18,78704.0,30.089450000000003,-97.57577
896,Theft,23-Aug-18,78704.0,30.141350000000003,-97.57881
898,Theft,31-Aug-18,78705.0,30.247860000000003,-97.79583
899,Theft,28-Oct-18,78701.0,30.239510000000003,-97.70539
903,Theft,20-Dec-18,78704.0,30.19741,-97.62841
904,Burglary,9-Aug-18,78704.0,30.167350000000003,-97.59771
908,Theft,21-Sep-18,78704.0,30.12205,-97.63437
909,Robbery,30-Aug-18,78723.0,30.479000000000003,-97.86528
911,Theft,22-Jun-18,78746.0,30.10234,-97.6698
915,Theft,28-Oct-18,78752.0,30.34036,-97.90565
917,Theft,14-Oct-18,78701.0,30.22006,-97.71496
920,Theft,18-Sep-18,78721.0,30.41722,-97.74441
921,Theft,3-Sep-18,78741.0,30.30441,-97.59515
922,Theft,9-Oct-18,78746.0,30.1609,-97.69889
923,Agg Assault,13-Oct-18,78702.0,30.35478,-97.69546
926,Auto Theft,22-Jul-18,78705.0,30.2101,-97.77335
927,Theft,16-Jul-18,78741.0,30.24033,-97.54853
928,Theft,30-Oct-18,78704.0,30.210610000000003,-97.53193
929,Theft,2-Nov-18,78741.0,30.41508,-97.54227
930,Rape,19-Oct-18,78752.0,-0.9,3.0
932,Theft,31-Oct-18,78702.0,30.2981,-97.68873
934,Auto Theft,7-Sep-18,78752.0,30.40949,-97.94309
935,Theft,25-Aug-18,78701.0,30.251800000000003,-97.70609
936,Burglary,24-Aug-18,78752.0,30.36034,-97.93251
940,Burglary,23-Oct-18,78705.0,30.23909,-97.79127
941,Theft,23-Oct-18,78704.0,30.210610000000003,-97.53193
942,Auto Theft,29-Oct-18,78703.0,30.198150000000002,-97.71196
944,Theft,1-Nov-18,78702.0,30.359730000000003,-97.68032
948,Theft,27-Aug-18,78704.0,30.15126,-97.6155
950,Theft,30-Oct-18,78704.0,30.24362,-97.65489
952,Agg Assault,15-Oct-18,78705.0,30.243170000000003,-97.76129
953,Theft,23-Oct-18,78723.0,30.43071,-97.87677
955,Theft,27-Oct-18,78741.0,30.32009,-97.60909
957,Theft,4-Sep-18,78741.0,30.30206,-97.54679
958,Theft,22-Oct-18,78741.0,30.245980000000003,-97.53364
959,Theft,23-Oct-18,78723.0,30.361810000000002,-97.82151
964,Theft,9-Oct-18,78752.0,30.39298,-97.91594
967,Agg Assault,23-Jul-18,78741.0,30.266260000000003,-97.57547
968,Theft,25-Jun-18,78702.0,30.27174,-97.70191
969,Theft,1-Oct-18,78746.0,30.09956,-97.6775
970,Theft,24-Jul-18,78723.0,30.41259,-97.90288
971,Theft,29-Dec-18,78705.0,30.2638,-97.79696
972,Burglary,2-Dec-18,78702.0,30.312170000000002,-97.73396
975,Theft,5-Oct-18,78746.0,30.04135,-97.66586
981,Theft,27-Oct-18,78746.0,30.03433,-97.61615
984,Rape,26-Nov-18,78721.0,-0.9,3.0
986,Auto Theft,9-Sep-18,78741.0,30.24033,-97.54853
988,Theft,21-Oct-18,78701.0,30.253130000000002,-97.70574
989,Auto Theft,30-Oct-18,78741.0,30.33924,-97.59981
990,Robbery,1-Nov-18,78752.0,30.389280000000003,-97.92117
993,Auto Theft,28-Nov-18,78701.0,30.22202,-97.74333
994,Burglary,29-Jul-18,78741.0,30.287460000000003,-97.55646
995,Theft,28-Sep-18,78702.0,30.3777,-97.65674
996,Burglary,26-Nov-18,78701.0,30.265240000000002,-97.71338
999,Theft,19-Jul-18,78701.0,30.21496,-97.69981
1010,Burglary,21-Dec-18,78704.0,30.18006,-97.6553
1016,Theft,23-Jul-18,78704.0,30.126360000000002,-97.62591
1019,Theft,1-Aug-18,78701.0,30.232380000000003,-97.6972
1020,Theft,23-Aug-18,78752.0,30.42012,-97.90909
1022,Theft,24-Aug-18,78703.0,30.18439,-97.81364
