,highest_offense,date,zip,x_coord,y_coord
143,Theft,3-Jul-17,78741.0,30.34428,-97.58407
152,Rape,25-Jul-17,78702.0,-0.9,3.0
157,Burglary,2-Jun-17,78752.0,30.318240000000003,-97.94472
158,Theft,9-Aug-17,78756.0,30.239990000000002,-97.91741
160,Theft,18-Aug-17,78701.0,30.23864,-97.70905
161,Theft,19-Aug-17,78746.0,30.16393,-97.7046
162,Theft,17-Aug-17,78703.0,30.207980000000003,-97.70932
163,Theft,14-Jun-17,78746.0,30.143050000000002,-97.72771
167,Theft,19-Jun-17,78704.0,30.181880000000003,-97.66117
173,Theft,29-Jun-17,78704.0,30.154200000000003,-97.68947
175,Agg Assault,19-Apr-17,78741.0,30.279310000000002,-97.58208
176,Theft,5-Jul-17,78752.0,30.39937,-97.9493
178,Theft,11-Apr-17,78703.0,30.191750000000003,-97.78082
180,Burglary,8-May-17,78704.0,30.22023,-97.64202
186,Theft,12-May-17,78741.0,30.372580000000003,-97.55404
192,Agg Assault,21-May-17,78741.0,30.328020000000002,-97.57866
193,Burglary,20-Jul-17,78702.0,30.33546,-97.73108
194,Theft,27-May-17,78702.0,30.328500000000002,-97.68859
201,Auto Theft,12-Jun-17,78702.0,30.3994,-97.66967
206,Auto Theft,2-May-17,78702.0,30.28724,-97.6641
214,Theft,9-Aug-17,78701.0,30.26226,-97.70431
218,Theft,17-Apr-17,78702.0,30.36862,-97.69763
223,Theft,28-Apr-17,78702.0,30.34653,-97.70616
226,Theft,19-Apr-17,78701.0,30.26286,-97.70603
229,Theft,7-Jul-17,78723.0,30.41112,-97.83514
230,Theft,30-Apr-17,78702.0,30.267770000000002,-97.68939
236,Theft,9-May-17,78701.0,30.251150000000003,-97.69392
237,Theft,23-Jul-17,78701.0,30.24942,-97.69872
240,Burglary,1-May-17,78723.0,30.4449,-97.80448
244,Burglary,9-Jun-17,78704.0,30.11391,-97.63679
246,Auto Theft,24-May-17,78702.0,30.29439,-97.67986
247,Burglary,1-Aug-17,78741.0,30.33697,-97.58703
249,Theft,7-Jun-17,78746.0,30.04135,-97.66586
251,Agg Assault,10-Aug-17,78705.0,30.30434,-97.79773
253,Agg Assault,16-May-17,78741.0,30.28036,-97.57923
254,Agg Assault,18-Apr-17,78704.0,30.16647,-97.6496
257,Theft,13-Jul-17,78741.0,30.30958,-97.59176
259,Theft,18-Jul-17,78701.0,30.24864,-97.72523
260,Burglary,24-Jul-17,78704.0,30.212220000000002,-97.59869
262,Burglary,17-Aug-17,78702.0,30.30054,-97.65264
264,Theft,11-Aug-17,78752.0,30.327460000000002,-97.98591
267,Theft,27-Apr-17,78723.0,30.454410000000003,-97.89364
268,Theft,10-Aug-17,78741.0,30.29905,-97.53451
269,Theft,29-May-17,78741.0,30.291,-97.57764
271,Theft,26-May-17,78741.0,30.363690000000002,-97.55884
277,Theft,18-Jun-17,78752.0,30.35939,-97.96074
279,Theft,27-Jun-17,78752.0,30.35687,-97.94562
280,Theft,28-Feb-17,78746.0,29.91855,-97.76929
282,Theft,27-Jun-17,78704.0,30.12838,-97.58126
290,Theft,12-May-17,78704.0,30.20718,-97.52849
293,Theft,21-Jul-17,78752.0,30.390780000000003,-97.921
296,Theft,29-Jul-17,78704.0,30.2601,-97.64181
297,Theft,22-May-17,78746.0,30.065360000000002,-97.66155
300,Theft,20-Jul-17,78704.0,30.23874,-97.56333
301,Theft,10-May-17,78701.0,30.271,-97.73351
302,Theft,12-May-17,78746.0,30.04135,-97.66586
303,Theft,30-Jul-17,78746.0,30.02459,-97.92143
305,Theft,30-May-17,78704.0,30.09823,-97.59328
308,Theft,2-Jun-17,78702.0,30.279020000000003,-97.71207
310,Theft,24-Jun-17,78702.0,30.389210000000002,-97.70956
313,Theft,4-Jul-17,78746.0,30.03271,-97.61581
321,Agg Assault,1-Aug-17,78701.0,30.26066,-97.71351
324,Burglary,14-Apr-17,78741.0,30.391000000000002,-97.5243
325,Burglary,30-May-17,78701.0,30.223290000000002,-97.697
332,Theft,24-Jun-17,78701.0,30.25701,-97.70731
340,Theft,22-Jun-17,78741.0,30.322290000000002,-97.59265
343,Theft,16-Jul-17,78701.0,30.25064,-97.71112
348,Burglary,5-Jun-17,78752.0,30.42014,-97.92153
352,Theft,12-Aug-17,78701.0,30.23833,-97.69479
356,Agg Assault,8-Jun-17,78741.0,30.32306,-97.58898
364,Theft,11-Aug-17,78741.0,30.33895,-97.59508
365,Theft,11-Apr-17,78701.0,30.24942,-97.69872
366,Theft,9-May-17,78752.0,30.40949,-97.94309
368,Theft,15-Apr-17,78723.0,30.379520000000003,-97.8334
369,Theft,18-May-17,78756.0,30.280920000000002,-97.90506
370,Burglary,29-Jul-17,78752.0,30.32796,-97.90877
371,Theft,26-Apr-17,78704.0,30.169040000000003,-97.56363
382,Agg Assault,18-Jul-17,78741.0,30.370070000000002,-97.58041
383,Theft,11-Aug-17,78741.0,30.292620000000003,-97.59823
385,Theft,9-May-17,78701.0,30.25521,-97.70515
386,Agg Assault,28-Jul-17,78741.0,30.275460000000002,-97.57503
391,Burglary,9-Jul-17,78752.0,30.389490000000002,-97.92804
392,Theft,3-Jun-17,78741.0,30.36195,-97.55989
395,Burglary,14-Jun-17,78702.0,30.366480000000003,-97.73454
397,Rape,24-Jun-17,78702.0,-0.9,3.0
400,Auto Theft,18-Apr-17,78702.0,30.280250000000002,-97.66829
402,Burglary,17-May-17,78702.0,30.31811,-97.75288
409,Rape,4-Jun-17,78701.0,-0.9,3.0
410,Agg Assault,3-Jun-17,78723.0,30.477050000000002,-97.87195
416,Theft,13-Apr-17,78704.0,30.103830000000002,-97.60018
420,Theft,5-Jul-17,78721.0,30.414250000000003,-97.768
421,Burglary,1-Jul-17,78741.0,30.33697,-97.58703
426,Theft,30-Jun-17,78752.0,30.36588,-97.96549
428,Agg Assault,14-Apr-17,78723.0,30.433120000000002,-97.84623
429,Theft,9-Aug-17,78741.0,30.33697,-97.58703
431,Theft,30-Jul-17,78702.0,30.29008,-97.66301
434,Theft,7-May-17,78701.0,30.25028,-97.70068
437,Agg Assault,25-May-17,78741.0,30.337300000000003,-97.63531
438,Theft,17-Aug-17,78704.0,30.128420000000002,-97.6547
448,Rape,27-Jun-17,78741.0,-0.9,3.0
449,Agg Assault,22-Apr-17,78723.0,30.354670000000002,-97.88596
452,Robbery,14-Apr-17,78741.0,30.281460000000003,-97.58687
453,Theft,29-Jun-17,78703.0,30.21256,-97.84713
454,Theft,29-Jun-17,78704.0,30.210610000000003,-97.53193
463,Theft,10-May-17,78741.0,30.3231,-97.60612
466,Theft,28-May-17,78701.0,30.25514,-97.67884
467,Theft,21-May-17,78702.0,30.34305,-97.67892
469,Theft,24-May-17,78721.0,30.42041,-97.66707
471,Agg Assault,5-Jul-17,78741.0,30.38249,-97.5762
472,Theft,4-Jul-17,78704.0,30.20718,-97.52849
476,Theft,19-Jul-17,78705.0,30.22662,-97.80799
477,Theft,18-Jul-17,78752.0,30.40949,-97.94309
480,Theft,5-May-17,78756.0,30.239990000000002,-97.91741
481,Rape,20-Sep-17,78752.0,-0.9,3.0
484,Theft,7-Jun-17,78752.0,30.35687,-97.94562
486,Burglary,15-Aug-17,78702.0,30.36196,-97.75178
488,Theft,15-Aug-17,78701.0,30.245,-97.70899
489,Theft,1-Aug-17,78704.0,30.162840000000003,-97.66528
491,Theft,4-Jun-17,78704.0,30.198220000000003,-97.61144
493,Rape,8-Jun-17,78723.0,-0.9,3.0
497,Theft,21-Jun-17,78704.0,30.10754,-97.56623
498,Theft,22-May-17,78752.0,30.408830000000002,-97.92992
500,Agg Assault,1-Jul-17,78741.0,30.287360000000003,-97.5862
503,Theft,20-Jul-17,78702.0,30.2928,-97.69169
506,Theft,14-Apr-17,78723.0,30.42273,-97.84651
507,Rape,11-Apr-17,78701.0,-0.9,3.0
509,Burglary,10-May-17,78721.0,30.42706,-97.77455
510,Theft,12-May-17,78702.0,30.28451,-97.68043
512,Theft,17-Apr-17,78704.0,30.112840000000002,-97.60804
513,Theft,12-May-17,78701.0,30.26612,-97.70581
517,Theft,16-May-17,78701.0,30.250040000000002,-97.70454
518,Theft,21-May-17,78704.0,30.168390000000002,-97.63811
519,Theft,23-May-17,78741.0,30.295250000000003,-97.60752
521,Theft,27-Apr-17,78701.0,30.246450000000003,-97.69302
523,Theft,31-May-17,78705.0,30.21781,-97.78698
524,Theft,26-Apr-17,78702.0,30.3777,-97.65674
526,Theft,5-Jun-17,78705.0,30.21781,-97.78698
527,Theft,31-May-17,78704.0,30.182190000000002,-97.65305
528,Rape,5-Jun-17,78741.0,-0.9,3.0
529,Theft,9-Jun-17,78746.0,30.04135,-97.66586
530,Theft,12-Jun-17,78723.0,30.465690000000002,-97.89332
531,Theft,29-Jul-17,78746.0,30.038410000000002,-97.62029
533,Theft,12-Apr-17,78702.0,30.382630000000002,-97.71463
539,Theft,20-May-17,78705.0,30.23552,-97.79792
540,Theft,8-Jul-17,78703.0,30.147630000000003,-97.73967
546,Theft,8-Jun-17,78752.0,30.35687,-97.94562
548,Theft,9-Jul-17,78752.0,30.349400000000003,-97.91843
551,Theft,14-May-17,78704.0,30.185730000000003,-97.68272
552,Theft,23-Jun-17,78701.0,30.25657,-97.69692
553,Theft,26-Jun-17,78723.0,30.371740000000003,-97.8969
554,Robbery,15-Jun-17,78723.0,30.3669,-97.89392
556,Robbery,15-Jun-17,78704.0,30.11618,-97.60737
557,Theft,10-Jul-17,78721.0,30.420820000000003,-97.76116
559,Theft,7-Jun-17,78702.0,30.3837,-97.67753
566,Rape,13-Jul-17,78702.0,-0.9,3.0
567,Burglary,16-Jun-17,78702.0,30.2866,-97.71296
568,Theft,15-May-17,78703.0,30.2074,-97.71581
569,Robbery,24-May-17,78746.0,30.04135,-97.66586
571,Agg Assault,23-Jul-17,78701.0,30.264940000000003,-97.70869
573,Theft,19-Jun-17,78752.0,30.39937,-97.9493
578,Theft,24-May-17,78741.0,30.325770000000002,-97.57546
583,Theft,27-May-17,78741.0,30.32306,-97.58898
587,Theft,17-Jul-17,78704.0,30.18099,-97.64937
590,Theft,23-Jul-17,78746.0,30.051270000000002,-97.99489
595,Theft,21-Jun-17,78701.0,30.24154,-97.6941
597,Rape,21-Aug-17,78752.0,-0.9,3.0
600,Theft,16-Aug-17,78703.0,30.19724,-97.75096
602,Theft,8-Jun-17,78701.0,30.25936,-97.70174
604,Theft,5-Aug-17,78702.0,30.299470000000003,-97.6826
606,Theft,21-Aug-17,78701.0,30.24474,-97.75728
607,Theft,10-Jul-17,78704.0,30.09608,-97.58889
610,Agg Assault,10-Jul-17,78721.0,30.40109,-97.73191
611,Theft,29-Apr-17,78704.0,30.06408,-97.61249
612,Rape,10-Jun-17,78752.0,-0.9,3.0
615,Theft,13-Apr-17,78704.0,30.227800000000002,-97.5409
618,Robbery,30-Jul-17,78741.0,30.372580000000003,-97.55404
620,Theft,26-May-17,78741.0,30.277630000000002,-97.56344
625,Agg Assault,27-Apr-17,78705.0,30.242630000000002,-97.77749
626,Theft,10-Jun-17,78704.0,30.154200000000003,-97.68947
627,Theft,30-Jun-17,78701.0,30.23274,-97.74304
628,Theft,12-Jul-17,78704.0,30.230700000000002,-97.65638
636,Theft,7-Jun-17,78723.0,30.44178,-97.87695
642,Burglary,26-Apr-17,78704.0,30.17498,-97.61382
644,Agg Assault,17-May-17,78723.0,30.432630000000003,-97.86171
647,Theft,12-Aug-17,78752.0,30.357870000000002,-97.92237
650,Theft,26-Apr-17,78741.0,30.30481,-97.59156
654,Theft,7-May-17,78723.0,30.396610000000003,-97.87231
656,Theft,18-Apr-17,78705.0,30.233870000000003,-97.78558
657,Theft,10-Apr-17,78704.0,30.20718,-97.52849
660,Theft,18-May-17,78702.0,30.34305,-97.67892
663,Robbery,8-Jun-17,78702.0,30.35555,-97.71864
665,Theft,21-Apr-17,78702.0,30.2927,-97.68396
666,Auto Theft,26-Apr-17,78741.0,30.2495,-97.54578
667,Theft,10-Aug-17,78704.0,30.17517,-97.55485
668,Theft,13-Aug-17,78702.0,30.27014,-97.69917
669,Theft,25-Jun-17,78723.0,30.38819,-97.90096
671,Auto Theft,28-Jul-17,78701.0,30.231250000000003,-97.69731
672,Burglary,28-Jun-17,78752.0,30.36878,-97.92289
675,Theft,21-Apr-17,78701.0,30.2342,-97.70177
678,Burglary,31-May-17,78741.0,30.286360000000002,-97.56889
680,Theft,21-Jul-17,78741.0,30.25918,-97.55085
687,Theft,26-Apr-17,78704.0,30.19725,-97.64341
688,Theft,28-Apr-17,78702.0,30.29111,-97.68474
689,Theft,20-May-17,78701.0,30.25468,-97.70315
690,Theft,15-Mar-17,78702.0,30.28566,-97.68733
693,Theft,7-Jun-17,78705.0,30.231170000000002,-97.76266
696,Theft,16-Jun-17,78701.0,30.234170000000002,-97.70758
699,Theft,27-Jun-17,78741.0,30.3636,-97.57548
711,Robbery,15-Jul-17,78702.0,30.316560000000003,-97.73079
713,Theft,13-Aug-17,78741.0,30.389580000000002,-97.56265
715,Agg Assault,18-Jun-17,78741.0,30.31153,-97.58007
721,Theft,23-Apr-17,78702.0,30.29005,-97.69663
722,Theft,16-Apr-17,78741.0,30.338150000000002,-97.58962
723,Theft,11-Apr-17,78723.0,30.34601,-97.84923
726,Theft,17-Apr-17,78704.0,30.24707,-97.65153
729,Theft,9-May-17,78705.0,30.234560000000002,-97.77567
730,Theft,26-Apr-17,78704.0,30.06408,-97.61249
735,Theft,19-May-17,78723.0,30.398770000000003,-97.87702
739,Theft,26-Apr-17,78704.0,30.208440000000003,-97.59841
740,Rape,31-Jul-17,78741.0,-0.9,3.0
741,Theft,20-Jun-17,78741.0,30.256990000000002,-97.57092
743,Theft,29-Jun-17,78741.0,30.30958,-97.59176
745,Theft,12-Jun-17,78701.0,30.24999,-97.71676
746,Theft,15-Jun-17,78704.0,30.19338,-97.57623
747,Agg Assault,4-Jul-17,78704.0,30.22199,-97.67206
753,Theft,5-Aug-17,78723.0,30.47134,-97.86954
754,Theft,30-Jun-17,78704.0,30.088800000000003,-97.58093
755,Burglary,11-May-17,78704.0,30.217270000000003,-97.55165
756,Burglary,16-Aug-17,78756.0,30.23414,-97.8614
758,Agg Assault,20-Aug-17,78723.0,30.43403,-97.84476
760,Theft,19-May-17,78752.0,30.33116,-97.90293
762,Theft,28-Jul-17,78704.0,30.154690000000002,-97.56092
764,Theft,24-Apr-17,78701.0,30.22738,-97.74981
767,Theft,29-Jun-17,78704.0,30.178980000000003,-97.62274
769,Theft,22-Apr-17,78721.0,30.46581,-97.75175
772,Burglary,29-May-17,78701.0,30.256790000000002,-97.70251
775,Theft,15-Jul-17,78702.0,30.34328,-97.68358
776,Theft,5-Aug-17,78746.0,30.04135,-97.66586
779,Theft,16-Aug-17,78741.0,30.3231,-97.60612
780,Theft,3-Jun-17,78704.0,30.154200000000003,-97.68947
784,Theft,5-Aug-17,78741.0,30.31434,-97.54603
789,Theft,23-Apr-17,78705.0,30.242810000000002,-97.80003
792,Theft,1-Jun-17,78701.0,30.232380000000003,-97.6972
793,Theft,8-Aug-17,78701.0,30.258850000000002,-97.70835
796,Theft,7-May-17,78701.0,30.24265,-97.70336
797,Theft,17-Apr-17,78746.0,30.03433,-97.61615
798,Theft,9-Apr-17,78704.0,30.19556,-97.64015
800,Theft,24-May-17,78703.0,30.14449,-97.84687
804,Theft,19-May-17,78704.0,30.169040000000003,-97.56363
805,Auto Theft,1-Jul-17,78752.0,30.387900000000002,-97.9224
807,Theft,1-May-17,78723.0,30.46853,-97.87101
808,Agg Assault,7-Jul-17,78702.0,30.34071,-97.75517
810,Theft,14-Jun-17,78701.0,30.25836,-97.70204
811,Theft,3-May-17,78752.0,30.357870000000002,-97.92237
814,Auto Theft,21-Aug-17,78702.0,30.344230000000003,-97.75744
817,Auto Theft,21-Jun-17,78752.0,30.39168,-97.95243
818,Theft,22-Aug-17,78704.0,30.208440000000003,-97.59841
819,Agg Assault,10-Jun-17,78704.0,30.139090000000003,-97.576
822,Burglary,30-May-17,78703.0,30.18109,-97.7587
825,Rape,16-Aug-17,78723.0,-0.9,3.0
827,Theft,4-Aug-17,78705.0,30.23729,-97.78745
828,Robbery,4-Aug-17,78752.0,30.396810000000002,-97.92329
830,Agg Assault,14-Aug-17,78702.0,30.347630000000002,-97.67906
833,Theft,1-Jun-17,78752.0,30.368360000000003,-97.94023
835,Theft,16-May-17,78752.0,30.387900000000002,-97.9224
836,Theft,20-Apr-17,78723.0,30.3457,-97.85297
837,Theft,15-Apr-17,78702.0,30.30638,-97.68233
841,Rape,14-Jun-17,78723.0,-0.9,3.0
844,Agg Assault,8-Aug-17,78702.0,30.303690000000003,-97.72504
846,Theft,13-Jul-17,78746.0,29.971960000000003,-97.79119
847,Theft,12-May-17,78721.0,30.44104,-97.7674
849,Theft,7-Jun-17,78741.0,30.38999,-97.52202
850,Theft,3-May-17,78702.0,30.28563,-97.74333
851,Robbery,26-Jun-17,78723.0,30.36035,-97.87532
856,Theft,30-Jun-17,78702.0,30.34965,-97.69458
861,Theft,2-Aug-17,78723.0,30.34601,-97.84923
866,Theft,17-Jul-17,78721.0,30.39881,-97.70971
869,Theft,8-Jun-17,78701.0,30.245320000000003,-97.70712
871,Theft,13-Jul-17,78723.0,30.457230000000003,-97.82695
874,Theft,6-Jul-17,78705.0,30.239420000000003,-97.77559
877,Theft,4-Aug-17,78721.0,30.412370000000003,-97.7194
878,Theft,4-Aug-17,78702.0,30.27889,-97.6976
883,Theft,19-Apr-17,78723.0,30.363410000000002,-97.89763
885,Theft,26-Apr-17,78704.0,30.249830000000003,-97.59608
887,Theft,9-Jul-17,78703.0,30.2074,-97.71581
890,Theft,3-Jul-17,78704.0,30.06408,-97.61249
895,Agg Assault,9-Jul-17,78721.0,30.44365,-97.76886
896,Theft,13-Aug-17,78704.0,30.154200000000003,-97.68947
897,Theft,29-Jun-17,78702.0,30.338540000000002,-97.66859
901,Burglary,12-May-17,78752.0,30.3946,-97.92754
903,Burglary,13-Jul-17,78752.0,30.342100000000002,-97.96334
904,Theft,17-Aug-17,78741.0,30.29484,-97.55306
915,Theft,11-May-17,78704.0,30.20776,-97.60855
918,Burglary,27-Jun-17,78741.0,30.22482,-97.52395
919,Theft,11-Aug-17,78752.0,30.324740000000002,-97.90694
920,Theft,10-May-17,78752.0,30.39103,-97.92525
924,Burglary,4-Sep-17,78723.0,30.35845,-97.90404
926,Auto Theft,24-Oct-17,78704.0,30.25578,-97.59684
927,Agg Assault,10-Oct-17,78702.0,30.32475,-97.6672
929,Theft,21-Sep-17,78723.0,30.35085,-97.87962
930,Burglary,8-Nov-17,78703.0,30.195320000000002,-97.81432
932,Theft,29-Sep-17,78703.0,30.16542,-97.81097
933,Theft,20-Oct-17,78701.0,30.236430000000002,-97.70357
937,Theft,12-Sep-17,78723.0,30.396610000000003,-97.87231
939,Auto Theft,5-Sep-17,78723.0,30.388920000000002,-97.90071
940,Burglary,31-Aug-17,78741.0,30.39063,-97.53857
941,Theft,4-Sep-17,78746.0,30.16925,-97.7001
943,Burglary,31-Oct-17,78705.0,30.247390000000003,-97.82746
944,Theft,3-Nov-17,78704.0,30.19187,-97.56488
945,Burglary,7-Nov-17,78741.0,30.31161,-97.56382
946,Theft,8-Nov-17,78704.0,30.14254,-97.62953
947,Theft,25-Aug-17,78705.0,30.225340000000003,-97.78318
949,Burglary,5-Sep-17,78704.0,30.19385,-97.67199
951,Theft,31-Aug-17,78723.0,30.490350000000003,-97.88006
953,Theft,16-Nov-17,78704.0,30.141640000000002,-97.6285
955,Theft,8-Oct-17,78701.0,30.249010000000002,-97.68503
958,Theft,25-Oct-17,78756.0,30.246080000000003,-97.93514
961,Burglary,30-Oct-17,78752.0,30.39608,-97.9066
962,Burglary,24-Oct-17,78741.0,30.31199,-97.56861
963,Theft,5-Sep-17,78701.0,30.247410000000002,-97.70624
967,Burglary,6-Nov-17,78702.0,30.27379,-97.65064
968,Theft,27-Sep-17,78701.0,30.26884,-97.70627
970,Theft,10-Nov-17,78701.0,30.258850000000002,-97.70835
973,Theft,8-Oct-17,78704.0,30.154200000000003,-97.68947
976,Burglary,23-Oct-17,78703.0,30.204890000000002,-97.84793
977,Agg Assault,25-Oct-17,78741.0,30.362190000000002,-97.56687
978,Theft,22-Oct-17,78756.0,30.22547,-97.85655
983,Theft,14-Nov-17,78705.0,30.24772,-97.79933
986,Theft,14-Oct-17,78746.0,30.16393,-97.7046
987,Theft,14-Sep-17,78701.0,30.24154,-97.6941
988,Rape,13-Nov-17,78741.0,-0.9,3.0
989,Theft,24-Aug-17,78702.0,30.27024,-97.67811
991,Auto Theft,19-Sep-17,78741.0,30.31692,-97.55203
993,Theft,10-Oct-17,78723.0,30.43646,-97.84692
994,Theft,10-Oct-17,78746.0,30.06753,-98.00484
996,Theft,16-Oct-17,78702.0,30.34305,-97.67892
1000,Theft,26-Oct-17,78705.0,30.23926,-97.77403
1007,Theft,3-Nov-17,78741.0,30.269070000000003,-97.59585
1009,Theft,16-Nov-17,78721.0,30.475820000000002,-97.73118
1011,Theft,29-Sep-17,78705.0,30.258010000000002,-97.82185
1012,Theft,9-Nov-17,78704.0,30.174280000000003,-97.54619
1013,Rape,6-Oct-17,78741.0,-0.9,3.0
1018,Theft,15-Oct-17,78746.0,30.16393,-97.7046
1019,Burglary,23-Oct-17,78752.0,30.36286,-97.95654
1023,Agg Assault,20-Oct-17,78702.0,30.30223,-97.65292
1025,Theft,28-Oct-17,78741.0,30.277630000000002,-97.56344
1027,Burglary,7-Nov-17,78741.0,30.28036,-97.57923
1029,Theft,12-Nov-17,78702.0,30.299020000000002,-97.67502
1030,Theft,3-Nov-17,78704.0,30.193710000000003,-97.56399
1032,Auto Theft,6-Nov-17,78741.0,30.30958,-97.59176
1035,Theft,12-Nov-17,78701.0,30.24846,-97.70494
1040,Burglary,9-Nov-17,78704.0,30.12048,-97.59696
1044,Robbery,29-Sep-17,78752.0,30.357680000000002,-97.92777
1047,Theft,2-Oct-17,78752.0,30.354090000000003,-97.98543
1049,Burglary,16-Oct-17,78721.0,30.42668,-97.7664
1051,Burglary,29-Oct-17,78704.0,30.242350000000002,-97.65858
1054,Theft,4-Nov-17,78704.0,30.20718,-97.52849
1055,Theft,15-Sep-17,78756.0,30.24295,-97.94831
1056,Theft,22-Aug-17,78741.0,30.259900000000002,-97.58147
1057,Burglary,6-Sep-17,78701.0,30.258750000000003,-97.69262
1061,Agg Assault,13-Nov-17,78741.0,30.378,-97.56391
1063,Burglary,7-Nov-17,78705.0,30.25723,-97.82833
1064,Theft,4-Sep-17,78705.0,30.234560000000002,-97.77567
1067,Rape,26-Oct-17,78741.0,-0.9,3.0
1068,Theft,10-Sep-17,78702.0,30.36052,-97.70465
1075,Theft,3-Nov-17,78701.0,30.24672,-97.70495
1076,Agg Assault,11-Nov-17,78741.0,30.30481,-97.59156
1078,Theft,5-Nov-17,78704.0,30.183120000000002,-97.55076
1080,Auto Theft,7-Nov-17,78741.0,30.27992,-97.57275
1081,Theft,10-Nov-17,78741.0,30.24069,-97.53619
1086,Theft,26-Sep-17,78752.0,30.34036,-97.90565
1089,Theft,8-Oct-17,78721.0,30.44736,-97.7322
1091,Theft,15-Oct-17,78701.0,30.232390000000002,-97.75631
1092,Agg Assault,15-Oct-17,78703.0,30.21087,-97.71101
1095,Agg Assault,6-Nov-17,78702.0,30.32038,-97.71663
1096,Theft,26-Oct-17,78741.0,30.30847,-97.61654
1097,Theft,26-Oct-17,78746.0,30.038410000000002,-97.62029
1098,Theft,9-Nov-17,78752.0,30.390780000000003,-97.921
1101,Theft,30-Aug-17,78701.0,30.2297,-97.75882
1103,Theft,8-Nov-17,78723.0,30.49623,-97.84178
