,highest_offense,date,zip,x_coord,y_coord
246,Theft,3-Jan-15,78702.0,30.29041,-97.68828
247,Theft,3-Jan-15,78704.0,30.220760000000002,-97.66729
248,Theft,3-Jan-15,78705.0,30.23457,-97.77566
250,Theft,3-Jan-15,78703.0,30.196810000000003,-97.80974
251,Theft,3-Jan-15,78746.0,30.029970000000002,-97.71016
255,Theft,3-Jan-15,78704.0,30.12901,-97.59582
256,Theft,3-Jan-15,78721.0,30.46562,-97.77162
258,Theft,3-Jan-15,78741.0,30.279490000000003,-97.59294
260,Theft,3-Jan-15,78704.0,30.127380000000002,-97.59443
261,Theft,3-Jan-15,78752.0,30.3715,-97.9524
267,Theft,3-Jan-15,78704.0,30.13026,-97.59478
270,Theft,3-Jan-15,78741.0,30.311390000000003,-97.58528
271,Theft,3-Jan-15,78701.0,30.259520000000002,-97.70759
275,Theft,3-Jan-15,78702.0,30.38222,-97.73295
276,Theft,3-Jan-15,78746.0,30.04135,-97.66586
280,Theft,3-Jan-15,78723.0,30.478,-97.79676
281,Theft,3-Jan-15,78746.0,30.094700000000003,-97.74809
285,Theft,3-Jan-15,78721.0,30.46967,-97.77044
287,Theft,3-Jan-15,78741.0,30.27803,-97.57873
290,Theft,3-Jan-15,78703.0,30.20031,-97.7493
291,Theft,3-Jan-15,78702.0,30.3301,-97.68988
297,Burglary,4-Jan-15,78752.0,30.40949,-97.9431
301,Burglary,4-Jan-15,78723.0,30.42303,-97.85713
304,Burglary,4-Jan-15,78701.0,30.2577,-97.72128
305,Auto Theft,4-Jan-15,78702.0,30.32112,-97.71594
307,Auto Theft,4-Jan-15,78752.0,30.36502,-97.96146
311,Auto Theft,4-Jan-15,78705.0,30.2133,-97.77379
313,Auto Theft,4-Jan-15,78752.0,30.387900000000002,-97.9224
315,Auto Theft,4-Jan-15,78723.0,30.44074,-97.84199
317,Auto Theft,4-Jan-15,78741.0,30.316380000000002,-97.60446
318,Rape,4-Jan-15,78752.0,-0.9,3.0
319,Rape,4-Jan-15,78704.0,-0.9,3.0
325,Agg Assault,4-Jan-15,78704.0,30.180380000000003,-97.54587
326,Agg Assault,4-Jan-15,78702.0,30.314790000000002,-97.67084
327,Agg Assault,4-Jan-15,78705.0,30.208920000000003,-97.77638
330,Theft,4-Jan-15,78704.0,30.20719,-97.52849
331,Theft,4-Jan-15,78702.0,30.34306,-97.67892
333,Theft,4-Jan-15,78703.0,30.13763,-97.76215
334,Theft,4-Jan-15,78704.0,30.210610000000003,-97.53193
342,Theft,4-Jan-15,78704.0,30.120320000000003,-97.61588
345,Theft,4-Jan-15,78741.0,30.31162,-97.56382
347,Theft,4-Jan-15,78702.0,30.26943,-97.69203
349,Theft,4-Jan-15,78721.0,30.462490000000003,-97.76821
350,Theft,4-Jan-15,78703.0,30.12265,-97.82236
351,Theft,4-Jan-15,78701.0,30.23833,-97.6948
356,Theft,4-Jan-15,78741.0,30.287660000000002,-97.61425
357,Theft,4-Jan-15,78705.0,30.23553,-97.79792
358,Theft,4-Jan-15,78701.0,30.25692,-97.70465
359,Theft,4-Jan-15,78701.0,30.260530000000003,-97.69886
360,Theft,4-Jan-15,78701.0,30.22061,-97.71257
363,Theft,4-Jan-15,78723.0,30.37856,-97.84304
364,Theft,4-Jan-15,78702.0,30.32629,-97.66784
365,Theft,4-Jan-15,78702.0,30.27308,-97.69915
367,Theft,4-Jan-15,78705.0,30.242630000000002,-97.77749
368,Theft,4-Jan-15,78702.0,30.367900000000002,-97.74031
371,Theft,4-Jan-15,78756.0,30.28093,-97.90507
374,Burglary,5-Jan-15,78723.0,30.41316,-97.9027
379,Burglary,5-Jan-15,78741.0,30.32189,-97.58144
386,Burglary,5-Jan-15,78741.0,30.32189,-97.58144
388,Burglary,5-Jan-15,78701.0,30.23514,-97.75364
389,Auto Theft,5-Jan-15,78704.0,30.20435,-97.5587
391,Auto Theft,5-Jan-15,78741.0,30.28036,-97.57924
396,Auto Theft,5-Jan-15,78704.0,30.14617,-97.67728
397,Rape,5-Jan-15,78723.0,-0.9,3.0
402,Agg Assault,5-Jan-15,78741.0,30.28667,-97.60691
403,Agg Assault,5-Jan-15,78723.0,30.363100000000003,-97.89393
404,Agg Assault,5-Jan-15,78752.0,30.39938,-97.9493
405,Agg Assault,5-Jan-15,78741.0,30.244970000000002,-97.56575
406,Theft,5-Jan-15,78723.0,30.47773,-97.8644
408,Theft,5-Jan-15,78704.0,30.20719,-97.52849
409,Theft,5-Jan-15,78746.0,30.04135,-97.66586
411,Theft,5-Jan-15,78704.0,30.248,-97.58474
412,Theft,5-Jan-15,78704.0,30.20719,-97.52849
416,Theft,5-Jan-15,78756.0,30.268410000000003,-97.89421
417,Theft,5-Jan-15,78741.0,30.30442,-97.59515
420,Theft,5-Jan-15,78704.0,30.144470000000002,-97.68215
426,Theft,5-Jan-15,78704.0,30.230600000000003,-97.62298
428,Theft,5-Jan-15,78701.0,30.23937,-97.75796
429,Theft,5-Jan-15,78704.0,30.25233,-97.59006
434,Theft,5-Jan-15,78701.0,30.252110000000002,-97.70823
440,Theft,5-Jan-15,78741.0,30.279320000000002,-97.58208
442,Theft,5-Jan-15,78704.0,30.14458,-97.67762
444,Theft,5-Jan-15,78721.0,30.404870000000003,-97.7114
445,Theft,5-Jan-15,78704.0,30.144470000000002,-97.68215
449,Theft,5-Jan-15,78704.0,30.144470000000002,-97.68215
451,Theft,5-Jan-15,78704.0,30.144470000000002,-97.68215
453,Theft,5-Jan-15,78746.0,30.04135,-97.66586
454,Theft,5-Jan-15,78704.0,30.144470000000002,-97.68215
455,Theft,5-Jan-15,78704.0,30.14542,-97.67738
456,Theft,5-Jan-15,78741.0,30.27129,-97.56919
457,Theft,5-Jan-15,78704.0,30.144090000000002,-97.67825
461,Theft,5-Jan-15,78704.0,30.217270000000003,-97.55166
462,Theft,5-Jan-15,78704.0,30.144470000000002,-97.68215
464,Theft,5-Jan-15,78741.0,30.316830000000003,-97.60584
467,Theft,5-Jan-15,78741.0,30.29795,-97.6002
469,Theft,5-Jan-15,78746.0,30.04135,-97.66586
470,Theft,5-Jan-15,78741.0,30.33925,-97.59981
471,Theft,5-Jan-15,78705.0,30.26864,-97.81852
473,Theft,5-Jan-15,78704.0,30.184510000000003,-97.68536
474,Theft,5-Jan-15,78746.0,30.04135,-97.66586
476,Theft,5-Jan-15,78752.0,30.3289,-97.91831
478,Theft,5-Jan-15,78704.0,30.234820000000003,-97.63721
479,Theft,5-Jan-15,78703.0,30.14947,-97.86972
484,Theft,5-Jan-15,78723.0,30.36372,-97.78004
485,Theft,5-Jan-15,78741.0,30.29795,-97.6002
489,Theft,5-Jan-15,78705.0,30.233610000000002,-97.78854
491,Theft,5-Jan-15,78746.0,30.04135,-97.66586
493,Theft,5-Jan-15,78704.0,30.134500000000003,-97.5916
498,Theft,5-Jan-15,78704.0,30.127450000000003,-97.56944
499,Robbery,6-Jan-15,78704.0,30.16891,-97.65459
500,Burglary,6-Jan-15,78704.0,30.13908,-97.58986
504,Burglary,6-Jan-15,78741.0,30.39147,-97.59117
505,Burglary,6-Jan-15,78723.0,30.3826,-97.85917
506,Burglary,6-Jan-15,78741.0,30.246460000000003,-97.56173
507,Burglary,6-Jan-15,78741.0,30.33925,-97.59981
508,Burglary,6-Jan-15,78723.0,30.415650000000003,-97.8111
515,Burglary,6-Jan-15,78723.0,30.417620000000003,-97.90234
522,Auto Theft,6-Jan-15,78741.0,30.29795,-97.6002
526,Agg Assault,6-Jan-15,78741.0,30.31531,-97.55853
527,Agg Assault,6-Jan-15,78704.0,30.19329,-97.53654
529,Agg Assault,6-Jan-15,78723.0,30.41316,-97.9027
533,Theft,6-Jan-15,78746.0,30.04135,-97.66586
534,Theft,6-Jan-15,78723.0,30.49623,-97.84179
536,Theft,6-Jan-15,78723.0,30.354680000000002,-97.88596
538,Theft,6-Jan-15,78741.0,30.30959,-97.59177
543,Theft,6-Jan-15,78741.0,30.31531,-97.55853
544,Theft,6-Jan-15,78704.0,30.234160000000003,-97.66258
549,Theft,6-Jan-15,78701.0,30.25704,-97.6999
551,Theft,6-Jan-15,78704.0,30.161730000000002,-97.64226
552,Theft,6-Jan-15,78723.0,30.41157,-97.89625
553,Theft,6-Jan-15,78701.0,30.23056,-97.72107
554,Theft,6-Jan-15,78723.0,30.425880000000003,-97.87349
558,Theft,6-Jan-15,78704.0,30.15811,-97.64176
560,Theft,6-Jan-15,78741.0,30.291130000000003,-97.58662
561,Theft,6-Jan-15,78741.0,30.268240000000002,-97.5648
562,Theft,6-Jan-15,78741.0,30.29051,-97.58533
563,Theft,6-Jan-15,78741.0,30.33896,-97.59508
565,Theft,6-Jan-15,78702.0,30.311870000000003,-97.66972
569,Theft,6-Jan-15,78704.0,30.16891,-97.65459
570,Theft,6-Jan-15,78741.0,30.31531,-97.55853
571,Theft,6-Jan-15,78702.0,30.288300000000003,-97.67524
575,Theft,6-Jan-15,78704.0,30.16891,-97.65459
576,Theft,6-Jan-15,78703.0,30.174560000000003,-97.85805
580,Theft,6-Jan-15,78741.0,30.29538,-97.58333
584,Theft,6-Jan-15,78703.0,30.147630000000003,-97.73968
585,Theft,6-Jan-15,78704.0,30.268510000000003,-97.62501
586,Theft,6-Jan-15,78704.0,30.16891,-97.65459
588,Theft,6-Jan-15,78704.0,30.210610000000003,-97.53193
589,Theft,6-Jan-15,78741.0,30.3792,-97.59514
591,Theft,6-Jan-15,78746.0,30.04135,-97.66586
593,Theft,6-Jan-15,78723.0,30.433880000000002,-97.91038
594,Theft,6-Jan-15,78701.0,30.25601,-97.70275
597,Theft,6-Jan-15,78701.0,30.255560000000003,-97.67069
599,Theft,6-Jan-15,78741.0,30.29496,-97.60353
602,Theft,6-Jan-15,78704.0,30.20719,-97.52849
603,Theft,6-Jan-15,78723.0,30.35086,-97.87962
606,Theft,6-Jan-15,78741.0,30.36576,-97.59427
608,Theft,6-Jan-15,78701.0,30.236240000000002,-97.70169
610,Theft,6-Jan-15,78741.0,30.31199,-97.56861
611,Theft,6-Jan-15,78723.0,30.355,-97.83093
612,Theft,6-Jan-15,78741.0,30.289730000000002,-97.59156
614,Theft,6-Jan-15,78704.0,30.20719,-97.52849
615,Theft,6-Jan-15,78741.0,30.32306,-97.58898
616,Theft,6-Jan-15,78702.0,30.269830000000002,-97.66619
617,Theft,6-Jan-15,78705.0,30.244500000000002,-97.7769
618,Theft,6-Jan-15,78741.0,30.27897,-97.63203
619,Theft,6-Jan-15,78701.0,30.260900000000003,-97.70933
621,Theft,6-Jan-15,78705.0,30.231170000000002,-97.76266
623,Theft,6-Jan-15,78741.0,30.316460000000003,-97.5671
625,Theft,6-Jan-15,78702.0,30.36571,-97.74437
627,Theft,6-Jan-15,78741.0,30.33896,-97.59508
630,Theft,6-Jan-15,78701.0,30.236970000000003,-97.73604
632,Theft,6-Jan-15,78701.0,30.232390000000002,-97.6972
633,Theft,6-Jan-15,78704.0,30.20719,-97.52849
638,Burglary,7-Jan-15,78704.0,30.138910000000003,-97.58563
639,Burglary,7-Jan-15,78752.0,30.343120000000003,-97.91213
641,Burglary,7-Jan-15,78741.0,30.27919,-97.5948
642,Burglary,7-Jan-15,78756.0,30.240540000000003,-97.91197
644,Burglary,7-Jan-15,78705.0,30.239410000000003,-97.77693
645,Burglary,7-Jan-15,78704.0,30.13241,-97.65507
646,Burglary,7-Jan-15,78704.0,30.202830000000002,-97.61258
655,Agg Assault,7-Jan-15,78702.0,30.355210000000003,-97.69527
656,Agg Assault,7-Jan-15,78741.0,30.28618,-97.59139
662,Theft,7-Jan-15,78702.0,30.29233,-97.71099
664,Theft,7-Jan-15,78705.0,30.24437,-97.78065
668,Theft,7-Jan-15,78746.0,30.04135,-97.66586
669,Theft,7-Jan-15,78704.0,30.086070000000003,-97.57647
678,Theft,7-Jan-15,78704.0,30.258960000000002,-97.60538
679,Theft,7-Jan-15,78702.0,30.27671,-97.69478
684,Theft,7-Jan-15,78705.0,30.225720000000003,-97.7657
686,Theft,7-Jan-15,78723.0,30.371740000000003,-97.8969
688,Theft,7-Jan-15,78741.0,30.27278,-97.63705
690,Theft,7-Jan-15,78703.0,30.17587,-97.857
691,Theft,7-Jan-15,78704.0,30.15353,-97.63959
692,Theft,7-Jan-15,78703.0,30.185930000000003,-97.73918
695,Theft,7-Jan-15,78723.0,30.408430000000003,-97.89282
697,Theft,7-Jan-15,78704.0,30.187720000000002,-97.66218
699,Theft,7-Jan-15,78723.0,30.35309,-97.81935
700,Theft,7-Jan-15,78752.0,30.341160000000002,-97.9094
701,Theft,7-Jan-15,78721.0,30.47077,-97.72037
702,Theft,7-Jan-15,78704.0,30.23907,-97.59041
703,Theft,7-Jan-15,78704.0,30.227800000000002,-97.5409
708,Theft,7-Jan-15,78721.0,30.39348,-97.71528
712,Theft,7-Jan-15,78723.0,30.36672,-97.89224
714,Theft,7-Jan-15,78701.0,30.25709,-97.6723
716,Theft,7-Jan-15,78741.0,30.32306,-97.58898
717,Theft,7-Jan-15,78701.0,30.24155,-97.69411
718,Theft,7-Jan-15,78741.0,30.306150000000002,-97.58135
719,Theft,7-Jan-15,78701.0,30.25065,-97.71112
720,Theft,7-Jan-15,78741.0,30.28093,-97.60162
724,Theft,7-Jan-15,78701.0,30.254160000000002,-97.70416
729,Theft,7-Jan-15,78741.0,30.255850000000002,-97.54824
730,Theft,7-Jan-15,78723.0,30.423560000000002,-97.82506
731,Theft,7-Jan-15,78702.0,30.27379,-97.65064
732,Theft,7-Jan-15,78741.0,30.40783,-97.57881
734,Theft,7-Jan-15,78741.0,30.32189,-97.58144
736,Robbery,8-Jan-15,78704.0,30.17765,-97.61075
737,Robbery,8-Jan-15,78746.0,30.04135,-97.66586
738,Robbery,8-Jan-15,78741.0,30.2849,-97.59905
743,Burglary,8-Jan-15,78741.0,30.40116,-97.59922
745,Burglary,8-Jan-15,78723.0,30.475830000000002,-97.89505
747,Auto Theft,8-Jan-15,78741.0,30.279320000000002,-97.58208
751,Rape,8-Jan-15,78723.0,-0.9,3.0
752,Agg Assault,8-Jan-15,78723.0,30.483810000000002,-97.88992
754,Theft,8-Jan-15,78741.0,30.267860000000002,-97.55598
755,Theft,8-Jan-15,78701.0,30.25174,-97.70417
767,Theft,8-Jan-15,78741.0,30.25891,-97.52644
769,Theft,8-Jan-15,78702.0,30.28536,-97.69389
778,Theft,8-Jan-15,78701.0,30.24818,-97.70707
780,Theft,8-Jan-15,78701.0,30.257250000000003,-97.67282
781,Theft,8-Jan-15,78741.0,30.23742,-97.54371
787,Theft,8-Jan-15,78746.0,30.04135,-97.66586
793,Theft,8-Jan-15,78705.0,30.240080000000003,-97.76315
797,Theft,8-Jan-15,78705.0,30.23457,-97.77566
798,Theft,8-Jan-15,78756.0,30.24996,-97.90424
802,Theft,8-Jan-15,78705.0,30.24434,-97.79001
803,Theft,8-Jan-15,78701.0,30.25672,-97.6714
804,Theft,8-Jan-15,78704.0,30.16466,-97.66135
805,Theft,8-Jan-15,78752.0,30.36973,-97.9348
810,Theft,8-Jan-15,78704.0,30.19986,-97.6256
813,Theft,8-Jan-15,78741.0,30.26921,-97.59856
818,Theft,8-Jan-15,78756.0,30.28405,-97.91065
819,Theft,8-Jan-15,78723.0,30.490360000000003,-97.88006
820,Theft,8-Jan-15,78701.0,30.22717,-97.70937
822,Theft,8-Jan-15,78704.0,30.18177,-97.6879
824,Theft,8-Jan-15,78741.0,30.255360000000003,-97.56034
825,Theft,8-Jan-15,78756.0,30.26286,-97.88785
826,Robbery,9-Jan-15,78702.0,30.364,-97.73331
827,Burglary,9-Jan-15,78741.0,30.31153,-97.58007
829,Burglary,9-Jan-15,78723.0,30.34852,-97.83179
831,Burglary,9-Jan-15,78701.0,30.25983,-97.70533
832,Burglary,9-Jan-15,78741.0,30.40164,-97.58694
834,Burglary,9-Jan-15,78704.0,30.172520000000002,-97.61369
836,Burglary,9-Jan-15,78702.0,30.33864,-97.66338
841,Auto Theft,9-Jan-15,78701.0,30.231550000000002,-97.71257
843,Auto Theft,9-Jan-15,78741.0,30.38597,-97.53943
851,Theft,9-Jan-15,78703.0,30.148780000000002,-97.74307
856,Theft,9-Jan-15,78723.0,30.346020000000003,-97.84923
862,Theft,9-Jan-15,78704.0,30.217270000000003,-97.55166
863,Theft,9-Jan-15,78741.0,30.378,-97.56392
864,Theft,9-Jan-15,78752.0,30.37375,-97.95113
865,Theft,9-Jan-15,78704.0,30.167080000000002,-97.57713
866,Theft,9-Jan-15,78702.0,30.28715,-97.71215
868,Theft,9-Jan-15,78701.0,30.234170000000002,-97.70759
871,Theft,9-Jan-15,78741.0,30.275650000000002,-97.59558
872,Theft,9-Jan-15,78723.0,30.481270000000002,-97.84332
875,Theft,9-Jan-15,78752.0,30.36381,-97.92414
878,Theft,9-Jan-15,78752.0,30.347080000000002,-97.90933
881,Theft,9-Jan-15,78705.0,30.23982,-97.79478
884,Theft,9-Jan-15,78704.0,30.18073,-97.68821
889,Theft,9-Jan-15,78741.0,30.366290000000003,-97.55748
890,Theft,9-Jan-15,78741.0,30.288420000000002,-97.61285
892,Theft,9-Jan-15,78723.0,30.482120000000002,-97.87072
898,Theft,9-Jan-15,78741.0,30.40201,-97.575
900,Theft,9-Jan-15,78741.0,30.29503,-97.61035
903,Theft,9-Jan-15,78741.0,30.32306,-97.58898
905,Theft,9-Jan-15,78741.0,30.32189,-97.58144
906,Theft,9-Jan-15,78704.0,30.10912,-97.65115
907,Theft,9-Jan-15,78704.0,30.18008,-97.59149
908,Theft,9-Jan-15,78704.0,30.17452,-97.57904
909,Theft,9-Jan-15,78701.0,30.26172,-97.71018
910,Theft,9-Jan-15,78746.0,30.04135,-97.66586
912,Theft,9-Jan-15,78756.0,30.24997,-97.88858
914,Theft,9-Jan-15,78701.0,30.25019,-97.7066
916,Theft,9-Jan-15,78704.0,30.106530000000003,-97.5949
918,Theft,9-Jan-15,78704.0,30.10384,-97.60018
919,Theft,9-Jan-15,78756.0,30.27955,-97.90116
921,Theft,9-Jan-15,78701.0,30.271,-97.73351
922,Theft,9-Jan-15,78741.0,30.32306,-97.58898
924,Burglary,10-Jan-15,78704.0,30.23611,-97.64798
925,Burglary,10-Jan-15,78741.0,30.31692,-97.55203
927,Auto Theft,10-Jan-15,78741.0,30.28667,-97.60221
928,Auto Theft,10-Jan-15,78741.0,30.30516,-97.5547
929,Auto Theft,10-Jan-15,78721.0,30.39383,-97.70279
931,Agg Assault,10-Jan-15,78702.0,30.292900000000003,-97.68041
934,Agg Assault,10-Jan-15,78741.0,30.31097,-97.56688
944,Theft,10-Jan-15,78746.0,30.04135,-97.66586
945,Theft,10-Jan-15,78704.0,30.20719,-97.52849
948,Theft,10-Jan-15,78746.0,30.04135,-97.66586
952,Theft,10-Jan-15,78702.0,30.34306,-97.67892
955,Theft,10-Jan-15,78702.0,30.34306,-97.67892
956,Theft,10-Jan-15,78723.0,30.396900000000002,-97.85747
957,Theft,10-Jan-15,78704.0,30.172880000000003,-97.55861
959,Theft,10-Jan-15,78704.0,30.15548,-97.67776
961,Theft,10-Jan-15,78702.0,30.338910000000002,-97.67409
962,Theft,10-Jan-15,78741.0,30.415090000000003,-97.54227
964,Theft,10-Jan-15,78704.0,30.193920000000002,-97.62616
967,Theft,10-Jan-15,78704.0,30.172880000000003,-97.55861
968,Theft,10-Jan-15,78704.0,30.173360000000002,-97.55828
971,Theft,10-Jan-15,78702.0,30.34008,-97.67385
973,Theft,10-Jan-15,78704.0,30.19019,-97.58868
974,Theft,10-Jan-15,78704.0,30.16281,-97.57948
975,Theft,10-Jan-15,78704.0,30.193360000000002,-97.62626
976,Theft,10-Jan-15,78704.0,30.16281,-97.57948
977,Theft,10-Jan-15,78704.0,30.15241,-97.62369
980,Theft,10-Jan-15,78723.0,30.460230000000003,-97.85772
981,Theft,10-Jan-15,78752.0,30.406260000000003,-97.92412
982,Theft,10-Jan-15,78701.0,30.246570000000002,-97.70787
984,Theft,10-Jan-15,78701.0,30.24353,-97.71329
985,Theft,10-Jan-15,78701.0,30.249010000000002,-97.68503
987,Theft,10-Jan-15,78723.0,30.42075,-97.89259
991,Theft,10-Jan-15,78702.0,30.302390000000003,-97.68897
994,Theft,10-Jan-15,78723.0,30.3675,-97.79835
1001,Theft,10-Jan-15,78741.0,30.32189,-97.58144
1002,Theft,10-Jan-15,78705.0,30.239410000000003,-97.78075
1005,Burglary,11-Jan-15,78704.0,30.174030000000002,-97.55963
1008,Burglary,11-Jan-15,78702.0,30.28085,-97.67456
1010,Auto Theft,11-Jan-15,78752.0,30.376230000000003,-97.93429
1012,Auto Theft,11-Jan-15,78702.0,30.29333,-97.68025
1015,Agg Assault,11-Jan-15,78741.0,30.29913,-97.57599
1016,Agg Assault,11-Jan-15,78752.0,30.3987,-97.92851
1017,Agg Assault,11-Jan-15,78723.0,30.35563,-97.83887
1018,Theft,11-Jan-15,78752.0,30.42126,-97.91417
1026,Theft,11-Jan-15,78752.0,30.329690000000003,-97.91557
1029,Theft,11-Jan-15,78723.0,30.43402,-97.85077
1030,Theft,11-Jan-15,78701.0,30.232390000000002,-97.6972
1032,Theft,11-Jan-15,78721.0,30.41795,-97.65013
1033,Theft,11-Jan-15,78701.0,30.252550000000003,-97.67845
1034,Theft,11-Jan-15,78752.0,30.40292,-97.93594
1035,Theft,11-Jan-15,78702.0,30.37431,-97.71575
1037,Theft,11-Jan-15,78741.0,30.31692,-97.55203
